Address,Parcel ID,Final Sale Price,Closing Date,Sale Status,Buyer Status,Purchaser Type,Program,Council District,Neighborhood,Latitude,Longitude,Location
4423 Sharon,20008224.,100.00,07/15/2015,Closed,Selected,,Side Lot,6,Claytown,42.328298,-83.151636,"location
(42.328298, -83.151636)"
4203 Trenton,20010602.,100.00,07/03/2015,Closed,Selected,,Side Lot,6,Claytown,42.325525,-83.144507,"location
(42.325525, -83.144507)"
6953 Waldo,18001921.,100.00,01/05/2017,Closed,Selected,,Side Lot,6,Claytown,42.327617,-83.128296,"location
(42.327617, -83.128296)"
15373 Baylis,08010185.,100.00,05/18/2017,Closed,Selected,,Side Lot,2,Pilgrim Village,42.40413,-83.124007,"location
(42.40413, -83.124007)"
15395 Baylis,08010182.,100.00,10/04/2016,Closed,Selected,,Side Lot,2,Pilgrim Village,42.404418,-83.124022,"location
(42.404418, -83.124022)"
307 Harmon,01003416.,100.00,07/29/2015,Closed,Selected,,Side Lot,5,Gateway Community,42.39237,-83.081981,"location
(42.39237, -83.081981)"
16300 Liberal,21022627.,100.00,04/08/2017,Closed,Selected,,Side Lot,3,Regent Park,42.439907,-82.951491,"location
(42.439907, -82.951491)"
8040 Heyden,22098841.,100.00,10/23/2017,Closed,Selected,,Side Lot,7,Warrendale,42.350987,-83.23778,"location
(42.350987, -83.23778)"
15515 Park Grove,21017988.,100.00,06/27/2016,Closed,Selected,,Side Lot,4,Mapleridge,42.430381,-82.960727,"location
(42.430381, -82.960727)"
9751 Philip,21060415.,100.00,09/09/2015,Closed,Selected,,Side Lot,4,Outer Drive-Hayes,42.411205,-82.963839,"location
(42.411205, -82.963839)"
14886 Wildemere,12005701.,100.00,03/22/2016,Closed,Selected,,Side Lot,2,Dexter-Fenkell,42.400239,-83.131599,"location
(42.400239, -83.131599)"
16072 Chalfonte,22010524.,100.00,04/02/2015,Closed,Selected,,Side Lot,1,Grand River-St Marys,42.399373,-83.206175,"location
(42.399373, -83.206175)"
9184 Woodhall,21075981.,100.00,09/30/2015,Closed,Selected,,Side Lot,4,Yorkshire Woods,42.419513,-82.935641,"location
(42.419513, -82.935641)"
15242 Saratoga,21018997.,100.00,01/08/2016,Closed,Selected,,Side Lot,4,Mapleridge,42.432914,-82.964426,"location
(42.432914, -82.964426)"
17188 Birwood,16042111.,100.00,01/13/2016,Closed,Selected,,Side Lot,2,Schulze,42.418121,-83.164431,"location
(42.418121, -83.164431)"
17326 Ilene,16040322.,100.00,12/21/2015,Closed,Selected,,Side Lot,2,Schulze,42.419135,-83.162306,"location
(42.419135, -83.162306)"
8307 Hartwell,22029485.,100.00,01/21/2016,Closed,Selected,,Side Lot,7,Joy-Schaefer,42.355256,-83.176516,"location
(42.355256, -83.176516)"
4487 Sobieski,13006608.,100.00,01/11/2016,Closed,Selected,,Side Lot,3,Buffalo Charles,42.410335,-83.053549,"location
(42.410335, -83.053549)"
1244 W Grand Blvd,14007942.,100.00,03/24/2018,Closed,Selected,,Side Lot,6,Chadsey Condon,42.337861,-83.102435,"location
(42.337861, -83.102435)"
1427 W Grand Blvd,14008183.,100.00,02/17/2016,Closed,Selected,,Side Lot,6,Chadsey Condon,42.341948,-83.106477,"location
(42.341948, -83.106477)"
1439 W Grand Blvd,14008180.,100.00,12/17/2015,Closed,Selected,,Side Lot,6,Chadsey Condon,42.342237,-83.106689,"location
(42.342237, -83.106689)"
848 Hazelwood,04002346.,100.00,05/20/2016,Closed,Selected,,Side Lot,5,Piety Hill,42.378908,-83.087732,"location
(42.378908, -83.087732)"
6730 Rutherford,22055656.,100.00,12/22/2015,Closed,Selected,,Side Lot,7,Warren Ave Community,42.340508,-83.200689,"location
(42.340508, -83.200689)"
7811 Longacre,22070800.,100.00,05/02/2017,Closed,Selected,,Side Lot,7,Warren Ave Community,42.349675,-83.214251,"location
(42.349675, -83.214251)"
8027 Rosemont,22077271.,100.00,12/11/2017,Closed,Selected,,Side Lot,7,Warrendale,42.35104,-83.218975,"location
(42.35104, -83.218975)"
6541 Plainview,22094844.,100.00,01/13/2016,Closed,Selected,,Side Lot,7,Warrendale,42.339275,-83.23429,"location
(42.339275, -83.23429)"
8447 Brace,22081176.,100.00,06/01/2017,Closed,Selected,,Side Lot,7,Warrendale,42.35485,-83.223933,"location
(42.35485, -83.223933)"
4894 Tarnow,18012355.,100.00,06/21/2018,Closed,Selected,,Side Lot,6,Claytown,42.332457,-83.135136,"location
(42.332457, -83.135136)"
4905 Tarnow,18012594.,100.00,06/19/2017,Closed,Selected,,Side Lot,6,Claytown,42.332413,-83.135724,"location
(42.332413, -83.135724)"
5203 Three Mile Dr,21071264.,100.00,06/27/2015,Closed,Selected,,Side Lot,4,Morningside,42.404044,-82.941439,"location
(42.404044, -82.941439)"
7004 St John,18002268.,100.00,01/07/2016,Closed,Selected,,Side Lot,6,Claytown,42.329263,-83.129509,"location
(42.329263, -83.129509)"
2272 Pasadena,08004713.,100.00,07/15/2016,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.397252,-83.119037,"location
(42.397252, -83.119037)"
2740 Pasadena,10004398.,100.00,01/13/2016,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.394646,-83.126166,"location
(42.394646, -83.126166)"
4082 Clements,14005594.,100.00,05/11/2016,Closed,Selected,,Side Lot,7,Oakman Blvd Community,42.389333,-83.135458,"location
(42.389333, -83.135458)"
4217 Clements,14005540.,100.00,01/06/2016,Closed,Selected,,Side Lot,7,Oakman Blvd Community,42.388513,-83.136153,"location
(42.388513, -83.136153)"
103 Englewood,01003561.,100.00,02/16/2017,Closed,Selected,,Side Lot,5,Gateway Community,42.392809,-83.086128,"location
(42.392809, -83.086128)"
9530 Kaier,20001551.,100.00,07/25/2015,Closed,Selected,,Side Lot,6,Carbon Works,42.294463,-83.132562,"location
(42.294463, -83.132562)"
14027 Mettetal,22060576.,100.00,08/31/2016,Closed,Selected,,Side Lot,1,Greenfield-Grand River,42.388703,-83.207166,"location
(42.388703, -83.207166)"
1720 Pilgrim,08005160-1,100.00,02/25/2016,Closed,Selected,,Side Lot,2,Pilgrim Village,42.40818,-83.116859,"location
(42.40818, -83.116859)"
3004 Grand,12004677.,100.00,03/02/2017,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.393125,-83.127829,"location
(42.393125, -83.127829)"
9500 Philip,21060377.,100.00,10/18/2016,Closed,Selected,,Side Lot,4,Outer Drive-Hayes,42.410101,-82.963178,"location
(42.410101, -82.963178)"
19367 Blackstone,22109264.,100.00,07/28/2015,Closed,Selected,,Side Lot,1,Evergreen Lahser 7/8,42.432539,-83.251512,"location
(42.432539, -83.251512)"
19351 Blackstone,22109267.,100.00,07/11/2015,Closed,Selected,,Side Lot,1,Evergreen Lahser 7/8,42.43221,-83.251498,"location
(42.43221, -83.251498)"
13970 Plainview,22093849.,100.00,07/10/2017,Closed,Selected,,Side Lot,1,Westwood Park,42.387365,-83.235334,"location
(42.387365, -83.235334)"
15922 Greenlawn,16029392.,100.00,07/04/2015,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.40925,-83.150486,"location
(42.40925, -83.150486)"
16773 Stahelin,22083578.,100.00,02/26/2016,Closed,Selected,,Side Lot,1,North Rosedale Park,42.413326,-83.226943,"location
(42.413326, -83.226943)"
330 Kenilworth,01003046.,100.00,02/20/2016,Closed,Selected,,Side Lot,5,North End,42.386107,-83.07714,"location
(42.386107, -83.07714)"
16874 Lilac,16026227.,100.00,05/13/2016,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.415753,-83.146802,"location
(42.415753, -83.146802)"
4120 Seminole,17007662.,100.00,03/26/2015,Closed,Selected,,Side Lot,5,Pingree Park,42.371253,-83.005077,"location
(42.371253, -83.005077)"
5428 Burns,17006331.,100.00,01/10/2017,Closed,Selected,,Side Lot,5,Pingree Park,42.382496,-83.009433,"location
(42.382496, -83.009433)"
6736 Mansfield,22056894.,100.00,04/26/2016,Closed,Selected,,Side Lot,7,Warren Ave Community,42.340588,-83.201929,"location
(42.340588, -83.201929)"
594 Holbrook,03002405.,100.00,07/19/2017,Closed,Selected,,Side Lot,5,North End,42.383656,-83.07295,"location
(42.383656, -83.07295)"
19517 Blackstone,22109247.,100.00,09/23/2016,Closed,Selected,,Side Lot,1,Evergreen Lahser 7/8,42.434593,-83.251582,"location
(42.434593, -83.251582)"
5819 Toledo,16000990.,100.00,09/28/2016,Closed,Selected,,Side Lot,6,Central Southwest,42.319683,-83.106345,"location
(42.319683, -83.106345)"
19428 Tireman,22001697-8,100.00,03/24/2017,Closed,Selected,,Side Lot,7,Warrendale,42.350642,-83.231408,"location
(42.350642, -83.231408)"
8093 Sprague,17000451.,100.00,02/20/2016,Closed,Selected,,Side Lot,5,Gratiot-Grand,42.371925,-83.007577,"location
(42.371925, -83.007577)"
8076 Decatur,22032223.,100.00,10/17/2017,Closed,Selected,,Side Lot,7,Joy-Schaefer,42.352418,-83.179249,"location
(42.352418, -83.179249)"
7283 Piedmont,22087878.,100.00,07/28/2016,Closed,Selected,,Side Lot,7,Warrendale,42.344531,-83.228465,"location
(42.344531, -83.228465)"
5468 Seneca,17006741.,100.00,09/02/2016,Closed,Selected,,Side Lot,5,Pingree Park,42.382584,-83.010762,"location
(42.382584, -83.010762)"
15912 Winthrop,22051889.,100.00,04/26/2016,Closed,Selected,,Side Lot,1,Crary/St Marys,42.408542,-83.199993,"location
(42.408542, -83.199993)"
112 Calvert,02001558.,100.00,07/07/2015,Closed,Selected,,Side Lot,5,Gateway Community,42.388902,-83.088364,"location
(42.388902, -83.088364)"
63 Leicester Ct,01003008.,100.00,03/17/2017,Closed,Selected,,Side Lot,5,North End,42.3842,-83.081134,"location
(42.3842, -83.081134)"
13105 Gallagher,09009888.,100.00,12/21/2015,Closed,Selected,,Side Lot,3,Campau/Banglatown,42.412346,-83.063737,"location
(42.412346, -83.063737)"
19953 Helen,15009321.,100.00,04/07/2018,Closed,Selected,,Side Lot,3,Sherwood,42.441905,-83.032214,"location
(42.441905, -83.032214)"
1540 Lee Pl,06002110.,100.00,04/19/2016,Closed,Selected,,Side Lot,5,Herman Kiefer,42.374013,-83.093601,"location
(42.374013, -83.093601)"
1936 Lamothe,08001726.,100.00,01/11/2016,Closed,Selected,,Side Lot,5,LaSalle Gardens,42.365624,-83.09327,"location
(42.365624, -83.09327)"
1443 W Philadelphia,06001938.,100.00,06/09/2016,Closed,Selected,,Side Lot,5,Herman Kiefer,42.372961,-83.090936,"location
(42.372961, -83.090936)"
1693 Pingree,08002226.,100.00,01/13/2017,Closed,Selected,,Side Lot,5,Herman Kiefer,42.3722,-83.095193,"location
(42.3722, -83.095193)"
3218 Doris,12005211.,100.00,09/12/2017,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.396627,-83.131725,"location
(42.396627, -83.131725)"
2675 Grand,10004319.,100.00,05/04/2016,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.393881,-83.124332,"location
(42.393881, -83.124332)"
2230 Ford,08004797.,100.00,01/15/2016,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.398177,-83.118791,"location
(42.398177, -83.118791)"
14899 Holmur,12012571.,100.00,03/24/2018,Closed,Selected,,Side Lot,2,Dexter-Fenkell,42.400274,-83.137011,"location
(42.400274, -83.137011)"
1659 Grand,06003987.,100.00,03/25/2017,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.398143,-83.113006,"location
(42.398143, -83.113006)"
15652 Novara,21022377.,100.00,04/09/2018,Closed,Selected,,Side Lot,3,Regent Park,42.438871,-82.959693,"location
(42.438871, -82.959693)"
3413 Townsend,17012415.,100.00,09/09/2015,Closed,Selected,,Side Lot,5,Islandview,42.363818,-83.00876,"location
(42.363818, -83.00876)"
7094 Lisbon,18000727.,100.00,04/23/2015,Closed,Selected,,Side Lot,6,Central Southwest,42.307344,-83.115554,"location
(42.307344, -83.115554)"
2411 Lawndale,20006502.,100.00,11/02/2016,Closed,Selected,,Side Lot,6,Springwells,42.310517,-83.13399,"location
(42.310517, -83.13399)"
7464 Thole Ct,16007428.,100.00,07/11/2015,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.4085,-83.146104,"location
(42.4085, -83.146104)"
3745 Ellery,13010093.,100.00,04/05/2016,Closed,Selected,,Side Lot,5,McDougall-Hunt,42.361625,-83.025357,"location
(42.361625, -83.025357)"
3344 Ludden,13001570.,100.00,09/14/2016,Closed,Selected,,Side Lot,5,McDougall-Hunt,42.358647,-83.025956,"location
(42.358647, -83.025956)"
3115 Mcdougall,11002152.,100.00,01/04/2016,Closed,Selected,,Side Lot,5,McDougall-Hunt,42.355559,-83.028344,"location
(42.355559, -83.028344)"
7538 Hanover,08009176.,100.00,09/20/2017,Closed,Selected,,Side Lot,5,LaSalle Gardens,42.365724,-83.095531,"location
(42.365724, -83.095531)"
1167 W Euclid,06001835.,100.00,04/21/2016,Closed,Selected,,Side Lot,5,Herman Kiefer,42.373225,-83.087864,"location
(42.373225, -83.087864)"
1656 W Euclid,08002120.,100.00,04/11/2017,Closed,Selected,,Side Lot,5,Herman Kiefer,42.371507,-83.093928,"location
(42.371507, -83.093928)"
2482 Ford,10004467.,100.00,12/18/2015,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.3967,-83.122784,"location
(42.3967, -83.122784)"
14839 Holmur,12012579.,100.00,06/24/2016,Closed,Selected,,Side Lot,2,Dexter-Fenkell,42.399445,-83.136978,"location
(42.399445, -83.136978)"
3819 Grand,14005634.,100.00,04/27/2016,Closed,Selected,,Side Lot,7,Oakman Blvd Community,42.390315,-83.133952,"location
(42.390315, -83.133952)"
223 E Bethune,01002132.,100.00,03/28/2018,Closed,Selected,,Side Lot,5,North End,42.373596,-83.072175,"location
(42.373596, -83.072175)"
8851 Chamberlain,20002375.,100.00,06/26/2015,Closed,Selected,,Side Lot,6,Springwells,42.300274,-83.129681,"location
(42.300274, -83.129681)"
6739 Brace,22081295.,100.00,03/25/2017,Closed,Selected,,Side Lot,7,Warrendale,42.340278,-83.223376,"location
(42.340278, -83.223376)"
19170 Ashton,22075233.,100.00,09/16/2016,Closed,Selected,,Side Lot,1,O'Hair Park,42.431067,-83.2202,"location
(42.431067, -83.2202)"
19303 Glastonbury,22082360.,100.00,06/21/2016,Closed,Selected,,Side Lot,1,O'Hair Park,42.431852,-83.223395,"location
(42.431852, -83.223395)"
18220 Ferguson,22063347.,100.00,01/18/2017,Closed,Selected,,Side Lot,2,College Park,42.423305,-83.210049,"location
(42.423305, -83.210049)"
2512 Stair,18010035.,100.00,01/14/2016,Closed,Selected,,Side Lot,6,Springwells,42.315742,-83.123334,"location
(42.315742, -83.123334)"
3357 Tillman,12007556.,100.00,12/22/2015,Closed,Selected,,Side Lot,6,Chadsey Condon,42.334835,-83.091943,"location
(42.334835, -83.091943)"
4732 Cecil,18011852.,100.00,03/18/2016,Closed,Selected,,Side Lot,6,Claytown,42.331747,-83.131964,"location
(42.331747, -83.131964)"
7166 Waldo,18001992.,100.00,02/01/2016,Closed,Selected,,Side Lot,6,Claytown,42.327177,-83.130303,"location
(42.327177, -83.130303)"
7351 Waldo,18001950.,100.00,12/22/2015,Closed,Selected,,Side Lot,6,Claytown,42.326219,-83.131597,"location
(42.326219, -83.131597)"
7410 Waldo,18001968.,100.00,02/25/2016,Closed,Selected,,Side Lot,6,Claytown,42.326176,-83.132867,"location
(42.326176, -83.132867)"
7418 Waldo,18001967.,100.00,02/03/2016,Closed,Selected,,Side Lot,6,Claytown,42.326137,-83.132965,"location
(42.326137, -83.132965)"
3736 Wesson,16015311.,100.00,07/25/2015,Closed,Selected,,Side Lot,6,Central Southwest,42.329876,-83.114378,"location
(42.329876, -83.114378)"
4955 Wesson,16015451.,100.00,10/09/2017,Closed,Selected,,Side Lot,6,Chadsey Condon,42.337776,-83.120661,"location
(42.337776, -83.120661)"
6523 Whitehead,18002725.,100.00,04/29/2016,Closed,Selected,,Side Lot,6,Claytown,42.335259,-83.127135,"location
(42.335259, -83.127135)"
2031 Hazelwood,08002516.,100.00,04/07/2018,Closed,Selected,,Side Lot,5,North LaSalle,42.373698,-83.100543,"location
(42.373698, -83.100543)"
2485 Pingree,10001861.,100.00,03/13/2017,Closed,Selected,,Side Lot,5,North LaSalle,42.369268,-83.104083,"location
(42.369268, -83.104083)"
2501 Pingree,10001863.,100.00,03/13/2017,Closed,Selected,,Side Lot,5,North LaSalle,42.369169,-83.104348,"location
(42.369169, -83.104348)"
4549 Iroquois,17007421.,100.00,10/16/2017,Closed,Selected,,Side Lot,5,Pingree Park,42.375168,-83.00737,"location
(42.375168, -83.00737)"
5391 Crane,19010092.,100.00,02/10/2017,Closed,Selected,,Side Lot,5,Gratiot Woods,42.382567,-83.007728,"location
(42.382567, -83.007728)"
2901 Baldwin,17011662.,100.00,04/06/2018,Closed,Selected,,Side Lot,5,Islandview,42.361782,-83.006256,"location
(42.361782, -83.006256)"
14311 Winthrop,22052396.,100.00,05/08/2017,Closed,Selected,,Side Lot,1,Greenfield-Grand River,42.391955,-83.199709,"location
(42.391955, -83.199709)"
490 Marlborough,21059115.,100.00,12/21/2015,Closed,Selected,,Side Lot,4,Jefferson Chalmers,42.367314,-82.939035,"location
(42.367314, -82.939035)"
630 Conner,21045993.,100.00,07/25/2015,Closed,Selected,,Side Lot,4,Jefferson Chalmers,42.364114,-82.954848,"location
(42.364114, -82.954848)"
8331 Senator,20004007.,100.00,08/28/2017,Closed,Selected,,Side Lot,6,Springwells,42.308692,-83.129237,"location
(42.308692, -83.129237)"
16260 Greenlawn,16029415.,100.00,11/11/2015,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.4121,-83.150649,"location
(42.4121, -83.150649)"
8065 Rathbone,20002493.,100.00,11/30/2017,Closed,Selected,,Side Lot,6,Springwells,42.303764,-83.123203,"location
(42.303764, -83.123203)"
1200 Rademacher,18007673.,100.00,10/30/2017,Closed,Selected,,Side Lot,6,Central Southwest,42.309084,-83.109628,"location
(42.309084, -83.109628)"
8730 Witt,20001987.,100.00,08/31/2017,Closed,Selected,,Side Lot,6,Springwells,42.299312,-83.126471,"location
(42.299312, -83.126471)"
18476 Parkside,02002897.,100.00,03/15/2016,Closed,Selected,,Side Lot,2,University District,42.427571,-83.131747,"location
(42.427571, -83.131747)"
16734 Oakfield,22069234.,100.00,08/17/2017,Closed,Selected,,Side Lot,1,Crary/St Marys,42.412823,-83.214028,"location
(42.412823, -83.214028)"
1928 Green,18008947.,100.00,09/29/2017,Closed,Selected,,Side Lot,6,Springwells,42.311693,-83.119374,"location
(42.311693, -83.119374)"
7317 Cahalan,18000964.,100.00,07/09/2018,Closed,Selected,,Side Lot,6,Springwells,42.3095,-83.120702,"location
(42.3095, -83.120702)"
15819 Tacoma,21023885.,100.00,09/22/2017,Closed,Selected,,Side Lot,3,Regent Park,42.442143,-82.957953,"location
(42.442143, -82.957953)"
133 Owen,01002944.,100.00,03/15/2018,Closed,Selected,,Side Lot,5,North End,42.383858,-83.07944,"location
(42.383858, -83.07944)"
2602 Norman,20007349.,100.00,07/18/2018,Closed,Selected,,Side Lot,6,Springwells,42.313916,-83.131388,"location
(42.313916, -83.131388)"
20506 Birwood,16042271.,100.00,02/17/2017,Closed,Selected,,Side Lot,2,Pembroke,42.444722,-83.165516,"location
(42.444722, -83.165516)"
19345 Ilene,16040545.,100.00,02/23/2017,Closed,Selected,,Side Lot,2,McDowell,42.434113,-83.16354,"location
(42.434113, -83.16354)"
2587 Wendell,20007576.,100.00,09/22/2017,Closed,Selected,,Side Lot,6,Springwells,42.312809,-83.133434,"location
(42.312809, -83.133434)"
8043 Navy,20003862.,100.00,07/06/2018,Closed,Selected,,Side Lot,6,Springwells,42.308867,-83.126438,"location
(42.308867, -83.126438)"
305 Newport,21054348.,100.00,06/21/2016,Closed,Selected,,Side Lot,4,Jefferson Chalmers,42.362239,-82.940819,"location
(42.362239, -82.940819)"
963 E Grand Blvd,15007977.,100.00,02/12/2018,Closed,Selected,,Side Lot,5,Gratiot-Grand,42.368529,-83.016409,"location
(42.368529, -83.016409)"
903 E Grand Blvd,15007990.,100.00,10/25/2017,Closed,Selected,,Side Lot,5,Gratiot-Grand,42.367146,-83.015493,"location
(42.367146, -83.015493)"
13929 Artesian,22085228.,100.00,03/29/2016,Closed,Selected,,Side Lot,1,Grandmont #1,42.38697,-83.227555,"location
(42.38697, -83.227555)"
7645 Bramell,22118042.,100.00,04/12/2017,Closed,Selected,,Side Lot,7,Far West Detroit,42.347108,-83.26184,"location
(42.347108, -83.26184)"
7226 Navy,18001126.,100.00,09/15/2017,Closed,Selected,,Side Lot,6,Springwells,42.311874,-83.120536,"location
(42.311874, -83.120536)"
1617 Alter,21063191.,100.00,08/01/2016,Closed,Selected,,Side Lot,4,Riverbend,42.379735,-82.943074,"location
(42.379735, -82.943074)"
16245 Kentucky,16036972.,100.00,09/15/2016,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.411829,-83.15932,"location
(42.411829, -83.15932)"
16830 Stahelin,22083182.,100.00,08/28/2017,Closed,Selected,,Side Lot,1,North Rosedale Park,42.414126,-83.226264,"location
(42.414126, -83.226264)"
18805 Dean,13020311.,100.00,03/14/2018,Closed,Selected,,Side Lot,3,Krainz Woods,42.431191,-83.062234,"location
(42.431191, -83.062234)"
8746 Chalfonte,16006121.,100.00,09/30/2015,Closed,Selected,,Side Lot,2,Chalfonte,42.400504,-83.15741,"location
(42.400504, -83.15741)"
68 Minnesota,01005057.,100.00,04/14/2017,Closed,Selected,,Side Lot,3,Greenfield Park,42.422975,-83.100576,"location
(42.422975, -83.100576)"
759 Pingree,04002095.001,100.00,04/07/2018,Closed,Selected,,Side Lot,5,Piety Hill,42.376548,-83.08465,"location
(42.376548, -83.08465)"
961 Pingree,04002095.002,100.00,04/07/2018,Closed,Selected,,Side Lot,5,Piety Hill,42.376512,-83.084749,"location
(42.376512, -83.084749)"
7338 Ellsworth,16006843.,100.00,07/25/2015,Closed,Selected,,Side Lot,7,Chalfonte,42.402089,-83.144338,"location
(42.402089, -83.144338)"
3701 E Nevada,13007910.,100.00,08/03/2015,Closed,Selected,,Side Lot,3,Conant Gardens,42.426081,-83.066164,"location
(42.426081, -83.066164)"
3711 E Nevada,13007911.,100.00,08/03/2015,Closed,Selected,,Side Lot,3,Conant Gardens,42.426082,-83.06604,"location
(42.426082, -83.06604)"
3004 Kalsh,13008072.,100.00,05/02/2018,Closed,Selected,,Side Lot,3,Conant Gardens,42.431175,-83.071734,"location
(42.431175, -83.071734)"
3837 30th St,16010926.,100.00,03/05/2016,Closed,Selected,,Side Lot,6,Chadsey Condon,42.332982,-83.108512,"location
(42.332982, -83.108512)"
556 W Robinwood,01006562.,100.00,01/13/2016,Closed,Selected,,Side Lot,2,Grixdale Farms,42.42993,-83.110086,"location
(42.42993, -83.110086)"
2269 Monterey,08003620.,100.00,12/18/2017,Closed,Selected,,Side Lot,5,Dexter-Linwood,42.387022,-83.111184,"location
(42.387022, -83.111184)"
2281 Monterey,08003622.,100.00,12/18/2017,Closed,Selected,,Side Lot,5,Dexter-Linwood,42.386948,-83.111382,"location
(42.386948, -83.111382)"
20167 Derby,09024779.,100.00,01/13/2016,Closed,Selected,,Side Lot,3,Nolan,42.443055,-83.104287,"location
(42.443055, -83.104287)"
12838 Lawton,10004040.,100.00,04/07/2018,Closed,Selected,,Side Lot,5,Dexter-Linwood,42.389713,-83.123265,"location
(42.389713, -83.123265)"
3924 Mt Elliott,15014037.,100.00,04/18/2017,Closed,Selected,,Side Lot,5,Gratiot-Grand,42.364037,-83.022945,"location
(42.364037, -83.022945)"
5679 Amherst,16000434.,100.00,05/27/2016,Closed,Selected,,Side Lot,6,Central Southwest,42.31158,-83.099097,"location
(42.31158, -83.099097)"
5678 Amherst,16000450.,100.00,04/27/2018,Closed,Selected,,Side Lot,6,Central Southwest,42.312001,-83.099402,"location
(42.312001, -83.099402)"
5660 Amherst,16000453.,100.00,03/15/2016,Closed,Selected,,Side Lot,6,Central Southwest,42.312118,-83.099107,"location
(42.312118, -83.099107)"
5088 23rd St,12008160.,100.00,06/18/2018,Closed,Selected,,Side Lot,6,Chadsey Condon,42.346868,-83.100145,"location
(42.346868, -83.100145)"
4930 Mckinley,14008616.,100.00,07/25/2015,Closed,Selected,,Side Lot,6,Chadsey Condon,42.344167,-83.103452,"location
(42.344167, -83.103452)"
629 Blaine,04002151.,100.00,08/09/2016,Closed,Selected,,Side Lot,5,Piety Hill,42.378037,-83.083051,"location
(42.378037, -83.083051)"
811 Blaine,04002167.,100.00,01/18/2017,Closed,Selected,,Side Lot,5,Piety Hill,42.377016,-83.085848,"location
(42.377016, -83.085848)"
888 Blaine,04002194.,100.00,07/09/2018,Closed,Selected,,Side Lot,5,Piety Hill,42.377028,-83.087339,"location
(42.377028, -83.087339)"
746 Blaine,04002206.,100.00,04/29/2016,Closed,Selected,,Side Lot,5,Piety Hill,42.377749,-83.085342,"location
(42.377749, -83.085342)"
728 Blaine,04002208.,100.00,03/19/2018,Closed,Selected,,Side Lot,5,Piety Hill,42.37787,-83.08501,"location
(42.37787, -83.08501)"
12839 Mound,13013253-4,100.00,02/16/2018,Closed,Selected,,Side Lot,3,Buffalo Charles,42.412456,-83.043376,"location
(42.412456, -83.043376)"
16933 Stoepel,16019469.,100.00,02/15/2018,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.416572,-83.14219,"location
(42.416572, -83.14219)"
13203 Caldwell,13014585.,100.00,08/21/2017,Closed,Selected,,Side Lot,3,Buffalo Charles,42.414065,-83.046882,"location
(42.414065, -83.046882)"
12931 Caldwell,13014588.,100.00,10/30/2017,Closed,Selected,,Side Lot,3,Buffalo Charles,42.413651,-83.046864,"location
(42.413651, -83.046864)"
12825 Caldwell,13014603.,100.00,07/20/2017,Closed,Selected,,Side Lot,3,Buffalo Charles,42.412247,-83.046816,"location
(42.412247, -83.046816)"
318 Smith,01002169.,100.00,05/29/2015,Closed,Selected,,Side Lot,5,North End,42.374515,-83.070817,"location
(42.374515, -83.070817)"
219 Chandler,01002276.001,100.00,05/11/2016,Closed,Selected,,Side Lot,5,North End,42.375254,-83.073408,"location
(42.375254, -83.073408)"
5737 Missouri,10008689.,100.00,05/31/2017,Closed,Selected,,Side Lot,5,NW Goldberg,42.353839,-83.097618,"location
(42.353839, -83.097618)"
8500 La Salle Blvd,10008736.,100.00,08/04/2015,Closed,Selected,,Side Lot,5,North LaSalle,42.3695,-83.101929,"location
(42.3695, -83.101929)"
2969 E Vernor,11001049.,100.00,07/07/2016,Closed,Selected,,Side Lot,5,McDougall-Hunt,42.351863,-83.026362,"location
(42.351863, -83.026362)"
4303 Herbert,14001064.,100.00,09/15/2015,Closed,Selected,,Side Lot,6,Chadsey Condon,42.342425,-83.111181,"location
(42.342425, -83.111181)"
4309 Herbert,14001065.,100.00,09/15/2015,Closed,Selected,,Side Lot,6,Chadsey Condon,42.342385,-83.111282,"location
(42.342385, -83.111282)"
4327 Herbert,14001068.,100.00,09/15/2015,Closed,Selected,,Side Lot,6,Chadsey Condon,42.342269,-83.111575,"location
(42.342269, -83.111575)"
1005 Melbourne,05002722.,100.00,03/25/2015,Closed,Selected,,Side Lot,5,North End,42.380649,-83.066786,"location
(42.380649, -83.066786)"
976 E Philadelphia,05002792.,100.00,06/16/2015,Closed,Selected,,Side Lot,5,North End,42.381586,-83.067991,"location
(42.381586, -83.067991)"
5669 23rd St,12008210.,100.00,07/10/2018,Closed,Selected,,Side Lot,5,Midwest,42.350957,-83.103498,"location
(42.350957, -83.103498)"
5305 23rd St,12008238.,100.00,06/23/2016,Closed,Selected,,Side Lot,6,Chadsey Condon,42.348407,-83.101882,"location
(42.348407, -83.101882)"
