Address,Parcel ID,Final Sale Price,Closing Date,Sale Status,Buyer Status,Purchaser Type,Program,Council District,Neighborhood,Latitude,Longitude,Location
211 Trowbridge,01003322.,100.00,02/04/2015,Closed,Selected,,Side Lot,5,Gateway Community,42.390861,-83.083073,"location
(42.390861, -83.083073)"
13828 Lumpkin,09015026.,100.00,02/20/2015,Closed,Selected,,Side Lot,3,North Campau,42.41337,-83.076434,"location
(42.41337, -83.076434)"
621 Melbourne,03002156.,100.00,05/28/2015,Closed,Selected,,Side Lot,5,North End,42.379546,-83.06963,"location
(42.379546, -83.06963)"
5974 Eastlawn,21053114.,100.00,02/20/2015,Closed,Selected,,Side Lot,4,Chandler Park,42.401959,-82.96667,"location
(42.401959, -82.96667)"
18135 Riopelle,09018860.,100.00,02/20/2015,Closed,Selected,,Side Lot,3,Hawthorne Park,42.427057,-83.086641,"location
(42.427057, -83.086641)"
9087 Plainview,22094669.,100.00,12/06/2014,Closed,Selected,,Side Lot,7,Franklin Park,42.360605,-83.235094,"location
(42.360605, -83.235094)"
16700 Evergreen,22095679.,100.00,08/26/2015,Closed,Selected,,Side Lot,1,North Rosedale Park,42.411668,-83.23759,"location
(42.411668, -83.23759)"
3815 Clippert,18010716.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Michigan-Martin,42.327502,-83.123146,"location
(42.327502, -83.123146)"
9116 W Lafayette,20002256.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Springwells,42.299612,-83.130248,"location
(42.299612, -83.130248)"
9124 W Lafayette,20002255.,100.00,01/20/2015,Closed,Selected,,Side Lot,6,Springwells,42.299575,-83.130347,"location
(42.299575, -83.130347)"
7625 Bryden,18013924.,100.00,01/26/2015,Closed,Selected,,Side Lot,6,Midwest,42.349284,-83.145363,"location
(42.349284, -83.145363)"
2821 Harrison,08006914.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,North Corktown,42.336554,-83.073795,"location
(42.336554, -83.073795)"
2829 Harrison,08006913.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,North Corktown,42.336632,-83.07384,"location
(42.336632, -83.07384)"
8841 Longworth,20002928.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Springwells,42.302512,-83.13097,"location
(42.302512, -83.13097)"
8273 Wisconsin,18015431.,100.00,12/06/2014,Closed,Selected,,Side Lot,7,Barton-McFarland,42.35526,-83.154511,"location
(42.35526, -83.154511)"
14131 Plainview,22094521.,100.00,01/10/2015,Closed,Selected,,Side Lot,1,Westwood Park,42.389169,-83.236092,"location
(42.389169, -83.236092)"
16592 Burgess,22112042.,100.00,01/26/2015,Closed,Selected,,Side Lot,1,Miller Grove,42.410796,-83.254523,"location
(42.410796, -83.254523)"
9347 Penrod,22078056.,100.00,04/13/2015,Closed,Selected,,Side Lot,7,Franklin Park,42.363921,-83.220638,"location
(42.363921, -83.220638)"
6339 Pilgrim,16007373.,100.00,01/10/2015,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.407329,-83.14127,"location
(42.407329, -83.14127)"
6349 Pilgrim,16007375.,100.00,05/07/2015,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.407327,-83.141493,"location
(42.407327, -83.141493)"
6345 Pilgrim,16007374.,100.00,08/12/2015,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.407328,-83.141381,"location
(42.407328, -83.141381)"
18246 Kentfield,22100353.,100.00,01/10/2015,Closed,Selected,,Side Lot,1,Holcomb Community,42.423706,-83.241243,"location
(42.423706, -83.241243)"
12645 Kentfield,22100916.,100.00,01/10/2015,Closed,Selected,,Side Lot,1,Brightmoor,42.379997,-83.24003,"location
(42.379997, -83.24003)"
12636 Kentfield,22100013.,100.00,01/10/2015,Closed,Selected,,Side Lot,1,Brightmoor,42.379909,-83.239433,"location
(42.379909, -83.239433)"
12620 Kentfield,22100012.,100.00,01/10/2015,Closed,Selected,,Side Lot,1,Brightmoor,42.379816,-83.23943,"location
(42.379816, -83.23943)"
13840 Lumpkin,09015028.,100.00,02/20/2015,Closed,Selected,,Side Lot,3,North Campau,42.413517,-83.076534,"location
(42.413517, -83.076534)"
17611 Ohio,16034186.,100.00,03/03/2016,Closed,Selected,,Side Lot,2,Bagley,42.422188,-83.156508,"location
(42.422188, -83.156508)"
15115 Washburn,16039770.,100.00,02/20/2015,Closed,Selected,,Side Lot,2,Bethune Community,42.401869,-83.161018,"location
(42.401869, -83.161018)"
15109 Washburn,16039771.,100.00,02/20/2015,Closed,Selected,,Side Lot,2,Bethune Community,42.401808,-83.161015,"location
(42.401808, -83.161015)"
10363 Lanark,21068592.033,100.00,02/20/2015,Closed,Selected,,Side Lot,4,Moross-Morang,42.421509,-82.936021,"location
(42.421509, -82.936021)"
6763 Scotten,14009810.,100.00,03/25/2015,Closed,Selected,Homebuyer,Side Lot,5,Midwest,42.354833,-83.112718,"location
(42.354833, -83.112718)"
551 Chandler,03001994.,100.00,01/24/2015,Closed,Selected,,Side Lot,5,North End,42.376805,-83.069219,"location
(42.376805, -83.069219)"
760 W Euclid,04001979.,100.00,01/24/2015,Closed,Selected,,Side Lot,5,Piety Hill,42.375262,-83.083862,"location
(42.375262, -83.083862)"
11460 Wilfred,21010999.,100.00,01/24/2015,Closed,Selected,,Side Lot,4,Gratiot-Findlay,42.409204,-82.998868,"location
(42.409204, -82.998868)"
19416 Andover,09023570.,100.00,02/09/2015,Closed,Selected,,Side Lot,3,Nolan,42.436565,-83.09893,"location
(42.436565, -83.09893)"
13202 Frankfort,21003161.,100.00,02/09/2015,Closed,Selected,,Side Lot,4,Chandler Park,42.394608,-82.965695,"location
(42.394608, -82.965695)"
12135 Whithorn,21012626.,100.00,02/09/2015,Closed,Selected,,Side Lot,4,Gratiot-Findlay,42.415288,-82.993101,"location
(42.415288, -82.993101)"
585 Josephine,03002475.,100.00,02/09/2015,Closed,Selected,,Side Lot,5,North End,42.384986,-83.073851,"location
(42.384986, -83.073851)"
14783 Wilfred,21011187.,100.00,02/09/2015,Closed,Selected,,Side Lot,4,Outer Drive-Hayes,42.419385,-82.969389,"location
(42.419385, -82.969389)"
13216 Bloom,13015095.,100.00,02/09/2015,Closed,Selected,,Side Lot,3,Buffalo Charles,42.414215,-83.048312,"location
(42.414215, -83.048312)"
2989 Glynn Ct,12002975.,100.00,04/10/2017,Closed,Selected,,Side Lot,5,Dexter-Linwood,42.377084,-83.116627,"location
(42.377084, -83.116627)"
19324 Danbury,01009147.,100.00,03/24/2018,Closed,Selected,,Side Lot,2,Penrose,42.434666,-83.105992,"location
(42.434666, -83.105992)"
13199 Moenart,13016063.,100.00,07/21/2017,Closed,Selected,,Side Lot,3,Buffalo Charles,42.414544,-83.050075,"location
(42.414544, -83.050075)"
3347 Breckenridge,12000564.,100.00,11/30/2017,Closed,Selected,,Side Lot,6,Chadsey Condon,42.342661,-83.097246,"location
(42.342661, -83.097246)"
3353 Breckenridge,12000565.,100.00,11/30/2017,Closed,Selected,,Side Lot,6,Chadsey Condon,42.342629,-83.097348,"location
(42.342629, -83.097348)"
20430 Sheffield Rd,02005952.,100.00,03/25/2017,Closed,Selected,,Side Lot,2,Green Acres,42.444242,-83.139559,"location
(42.444242, -83.139559)"
1160 Pingree,06002083.,100.00,08/14/2017,Closed,Selected,,Side Lot,5,Herman Kiefer,42.374866,-83.089089,"location
(42.374866, -83.089089)"
19257 Omira,09022964.,100.00,07/18/2017,Closed,Selected,,Side Lot,3,Nolan,42.434699,-83.096307,"location
(42.434699, -83.096307)"
19220 Yacama,09022998.,100.00,07/06/2017,Closed,Selected,,Side Lot,3,Nolan,42.434203,-83.096728,"location
(42.434203, -83.096728)"
15831 Inverness,08009888.,100.00,10/05/2017,Closed,Selected,,Side Lot,2,Pilgrim Village,42.408354,-83.123011,"location
(42.408354, -83.123011)"
2007 Kendall,08004909.,100.00,08/15/2017,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.399726,-83.117852,"location
(42.399726, -83.117852)"
2047 Oakman Blvd,12004812.,100.00,03/20/2017,Closed,Selected,,Side Lot,2,Oakman Blvd Community,42.393382,-83.130697,"location
(42.393382, -83.130697)"
15708 Princeton,12010980.,100.00,02/07/2018,Closed,Selected,,Side Lot,2,Pilgrim Village,42.40669,-83.128311,"location
(42.40669, -83.128311)"
960 E Greendale,09007023.,100.00,06/22/2017,Closed,Selected,,Side Lot,3,Hawthorne Park,42.426956,-83.093098,"location
(42.426956, -83.093098)"
11532 John R,01003535.002,100.00,03/20/2017,Closed,Selected,,Side Lot,5,Gateway Community,42.392762,-83.084398,"location
(42.392762, -83.084398)"
5708 Woodrow,16011278.,100.00,07/28/2017,Closed,Selected,,Side Lot,6,Midwest,42.346338,-83.117321,"location
(42.346338, -83.117321)"
19145 Klinger,13023045.,100.00,08/11/2017,Closed,Selected,,Side Lot,3,Pershing,42.433746,-83.069521,"location
(42.433746, -83.069521)"
4218 Buchanan,14000852.,100.00,03/24/2018,Closed,Selected,,Side Lot,6,Chadsey Condon,42.338333,-83.107015,"location
(42.338333, -83.107015)"
3834 29th St,14011325.,100.00,03/02/2017,Closed,Selected,,Side Lot,6,Chadsey Condon,42.333506,-83.107119,"location
(42.333506, -83.107119)"
9284 CASCADE,14012333.,100.00,09/07/2017,Closed,Selected,,Side Lot,7,Nardin Park,42.367856,-83.127389,"location
(42.367856, -83.127389)"
18432 Syracuse,13013643.,100.00,02/27/2017,Closed,Selected,,Side Lot,3,Krainz Woods,42.428598,-83.045493,"location
(42.428598, -83.045493)"
4304 Tireman,14001521.,100.00,03/26/2018,Closed,Selected,,Side Lot,6,Midwest,42.355352,-83.114075,"location
(42.355352, -83.114075)"
4361 Larchmont,14001688.,100.00,03/23/2017,Closed,Selected,,Side Lot,6,Midwest,42.355233,-83.115639,"location
(42.355233, -83.115639)"
2372 Tuxedo,08003469.,100.00,02/27/2017,Closed,Selected,,Side Lot,5,Dexter-Linwood,42.385259,-83.112121,"location
(42.385259, -83.112121)"
4092 Scotten,14009623.,100.00,03/25/2017,Closed,Selected,,Side Lot,6,Chadsey Condon,42.33708,-83.105054,"location
(42.33708, -83.105054)"
19136 Revere,13022449.,100.00,04/07/2018,Closed,Selected,,Side Lot,3,Pershing,42.433595,-83.067915,"location
(42.433595, -83.067915)"
6488 London,16008358.,100.00,02/23/2017,Closed,Selected,,Side Lot,2,Bagley,42.423705,-83.144709,"location
(42.423705, -83.144709)"
1560 Ferdinand,16009991.,100.00,03/25/2017,Closed,Selected,,Side Lot,6,Central Southwest,42.317303,-83.098023,"location
(42.317303, -83.098023)"
13500 Sparling,13014043.,100.00,04/10/2017,Closed,Selected,,Side Lot,3,Davison,42.416868,-83.045401,"location
(42.416868, -83.045401)"
5631 Rogers,16000528.,100.00,05/15/2017,Closed,Selected,,Side Lot,6,Central Southwest,42.314236,-83.099979,"location
(42.314236, -83.099979)"
20247 Northlawn,16032078.,100.00,03/25/2017,Closed,Selected,,Side Lot,2,Garden Homes,42.443148,-83.155026,"location
(42.443148, -83.155026)"
5502 Harold,13005602.,100.00,08/21/2017,Closed,Selected,,Side Lot,3,Buffalo Charles,42.406177,-83.047116,"location
(42.406177, -83.047116)"
5530 Casmere,13005780.,100.00,04/10/2017,Closed,Selected,,Side Lot,3,Buffalo Charles,42.407282,-83.046652,"location
(42.407282, -83.046652)"
5524 Casmere,13005781.,100.00,04/17/2017,Closed,Selected,,Side Lot,3,Buffalo Charles,42.407246,-83.046752,"location
(42.407246, -83.046752)"
12743 Monica,16021931-0,100.00,03/21/2017,Closed,Selected,,Side Lot,7,Oakman Blvd Community,42.383172,-83.142957,"location
(42.383172, -83.142957)"
9580 Burnette,16022301.,100.00,02/01/2018,Closed,Selected,,Side Lot,6,Midwest,42.367732,-83.141979,"location
(42.367732, -83.141979)"
20509 Rogge,15006599.,100.00,04/11/2017,Closed,Selected,,Side Lot,3,Sherwood,42.447543,-83.029988,"location
(42.447543, -83.029988)"
1450 Cavalry,16015069.,100.00,03/23/2017,Closed,Selected,,Side Lot,6,Central Southwest,42.313175,-83.103018,"location
(42.313175, -83.103018)"
3262 Military,16016004.,100.00,10/27/2017,Closed,Selected,,Side Lot,6,Central Southwest,42.326569,-83.115059,"location
(42.326569, -83.115059)"
16127 Roselawn,16030792.,100.00,05/02/2017,Closed,Selected,,Side Lot,2,Fitzgerald/Marygrove,42.410256,-83.152503,"location
(42.410256, -83.152503)"
4328 Clements,14005571.001,100.00,02/02/2018,Closed,Selected,,Side Lot,7,Oakman Blvd Community,42.388267,-83.138282,"location
(42.388267, -83.138282)"
4068 Clements,14005596.,100.00,07/13/2017,Closed,Selected,,Side Lot,7,Oakman Blvd Community,42.38942,-83.135227,"location
(42.38942, -83.135227)"
7626 E Brentwood,15004795.,100.00,05/08/2017,Closed,Selected,,Side Lot,3,Grant,42.432778,-83.025036,"location
(42.432778, -83.025036)"
4735 Lakepointe,21065143.,100.00,06/27/2017,Closed,Selected,,Side Lot,4,Morningside,42.396191,-82.950395,"location
(42.396191, -82.950395)"
13174 Stoepel,16018842.,100.00,12/29/2014,Closed,Selected,,Side Lot,7,Oakman Blvd Community,42.38519,-83.140242,"location
(42.38519, -83.140242)"
6141 Daniels,18010837.,100.00,12/29/2014,Closed,Selected,,Side Lot,6,Claytown,42.343986,-83.136146,"location
(42.343986, -83.136146)"
2371 Sharon,20008281.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Springwells,42.308985,-83.136189,"location
(42.308985, -83.136189)"
2029 Green,18009026.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Springwells,42.3122,-83.12042,"location
(42.3122, -83.12042)"
9203 Pierson,22107195.,100.00,09/21/2015,Closed,Selected,,Side Lot,7,Franklin Park,42.36106,-83.244897,"location
(42.36106, -83.244897)"
12235 Appoline,22021837.,100.00,12/06/2014,Closed,Selected,,Side Lot,7,Pride Area Community,42.378052,-83.169917,"location
(42.378052, -83.169917)"
2944 14th St,10004904.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,North Corktown,42.336131,-83.078769,"location
(42.336131, -83.078769)"
2133 Pine,10004873-80,100.00,01/26/2015,Closed,Selected,,Side Lot,6,North Corktown,42.333125,-83.076992,"location
(42.333125, -83.076992)"
9207 Vaughan,22098529.,100.00,12/06/2014,Closed,Selected,,Side Lot,7,Franklin Park,42.3613,-83.237579,"location
(42.3613, -83.237579)"
4460 52nd St,18011808.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Claytown,42.329447,-83.134842,"location
(42.329447, -83.134842)"
8889 Mason Pl,20003605.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Springwells,42.304698,-83.133438,"location
(42.304698, -83.133438)"
6567 Mcdonald,18013801.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Claytown,42.341255,-83.147933,"location
(42.341255, -83.147933)"
9552 Minock,22090669.,100.00,07/10/2015,Closed,Selected,,Side Lot,7,Franklin Park,42.365592,-83.232097,"location
(42.365592, -83.232097)"
2738 Vermont,08008364.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,North Corktown,42.335568,-83.075504,"location
(42.335568, -83.075504)"
19992 Revere,13022528.,100.00,01/26/2015,Closed,Selected,,Side Lot,3,Farwell,42.441811,-83.06844,"location
(42.441811, -83.06844)"
8429 Cahalan,20003525.,100.00,06/12/2015,Closed,Selected,,Side Lot,6,Springwells,42.306097,-83.129444,"location
(42.306097, -83.129444)"
3318 Harrison,08006713.,100.00,12/29/2014,Closed,Selected,,Side Lot,6,North Corktown,42.339651,-83.074876,"location
(42.339651, -83.074876)"
2620 Electric,20014186.,100.00,12/29/2014,Closed,Selected,,Side Lot,6,Boynton,42.269375,-83.158768,"location
(42.269375, -83.158768)"
4560 Oregon,14002200.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Midwest,42.358242,-83.120099,"location
(42.358242, -83.120099)"
4456 52nd St,18011807.,100.00,12/29/2014,Closed,Selected,,Side Lot,6,Claytown,42.329374,-83.134789,"location
(42.329374, -83.134789)"
11730 St Marys,22058438.,100.00,01/26/2015,Closed,Selected,,Side Lot,7,Plymouth-I96,42.374443,-83.20451,"location
(42.374443, -83.20451)"
7111 Rowan,18000761.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Central Southwest,42.307552,-83.116096,"location
(42.307552, -83.116096)"
5431 Florida,18013077.,100.00,12/06/2014,Closed,Selected,,Side Lot,6,Claytown,42.334653,-83.139457,"location
(42.334653, -83.139457)"
22050 Curtis,22015026.,100.00,05/12/2017,Closed,Selected,,Side Lot,1,Old Redford,42.42217,-83.259229,"location
(42.42217, -83.259229)"
14205 Stansbury,22034054.,100.00,09/07/2017,Closed,Selected,,Side Lot,7,Grand River-I96,42.391314,-83.182114,"location
(42.391314, -83.182114)"
4854 Baldwin,17011298-9,100.00,10/23/2017,Closed,Selected,,Side Lot,5,Gratiot-Grand,42.375169,-83.014359,"location
(42.375169, -83.014359)"
18935 Hoover,17013940-1,100.00,02/23/2017,Closed,Selected,,Side Lot,3,Von Steuben,42.43317,-83.005004,"location
(42.43317, -83.005004)"
10034 Greensboro,21065279.,100.00,02/23/2017,Closed,Selected,,Side Lot,4,Outer Drive-Hayes,42.411647,-82.9556,"location
(42.411647, -82.9556)"
6700 Plainview,22093561.,100.00,03/25/2017,Closed,Selected,,Side Lot,7,Warrendale,42.33965,-83.233624,"location
(42.33965, -83.233624)"
4866 Somerset,21067099.,100.00,04/10/2017,Closed,Selected,,Side Lot,4,Morningside,42.398833,-82.947021,"location
(42.398833, -82.947021)"
11309 Winthrop,22052541.,100.00,03/03/2017,Closed,Selected,,Side Lot,7,Joy Community,42.370383,-83.198995,"location
(42.370383, -83.198995)"
13605 Montrose,22053239.,100.00,02/23/2017,Closed,Selected,,Side Lot,1,Schoolcraft Southfield,42.386302,-83.200859,"location
(42.386302, -83.200859)"
8346 Sussex,22045890.,100.00,03/24/2018,Closed,Selected,,Side Lot,7,Fiskhorn,42.355589,-83.193337,"location
(42.355589, -83.193337)"
10410 Balfour,21067836.,100.00,06/16/2017,Closed,Selected,,Side Lot,4,Yorkshire Woods,42.417221,-82.946623,"location
(42.417221, -82.946623)"
14826 Spring Garden,21017192.,100.00,04/03/2017,Closed,Selected,,Side Lot,4,Mapleridge,42.427748,-82.969568,"location
(42.427748, -82.969568)"
14161 Spring Garden,21017271.,100.00,04/07/2018,Closed,Selected,,Side Lot,4,Mapleridge,42.428181,-82.978096,"location
(42.428181, -82.978096)"
9941 Mckinney,21068270.,100.00,04/08/2017,Closed,Selected,,Side Lot,4,Yorkshire Woods,42.41535,-82.94736,"location
(42.41535, -82.94736)"
8105 Hubbell,22040393.002,100.00,03/24/2018,Closed,Selected,,Side Lot,7,Fiskhorn,42.352627,-83.187316,"location
(42.352627, -83.187316)"
14410 Chapel,22111230.,100.00,11/15/2017,Closed,Selected,,Side Lot,1,Brightmoor,42.392379,-83.252545,"location
(42.392379, -83.252545)"
15414 Chapel,22111305.,100.00,02/28/2017,Closed,Selected,,Side Lot,1,Brightmoor,42.402492,-83.252959,"location
(42.402492, -83.252959)"
14225 Promenade,21009127.,100.00,02/22/2018,Closed,Selected,,Side Lot,4,Outer Drive-Hayes,42.413512,-82.972762,"location
(42.413512, -82.972762)"
15600 Edmore Dr,21026486.,100.00,02/14/2018,Closed,Selected,,Side Lot,3,Regent Park,42.447033,-82.960852,"location
(42.447033, -82.960852)"
18935 Chapel,22111560.,100.00,04/14/2017,Closed,Selected,,Side Lot,1,Holcomb Community,42.426862,-83.255133,"location
(42.426862, -83.255133)"
13140 Greiner,21020340.,100.00,03/01/2017,Closed,Selected,,Side Lot,3,Von Steuben,42.427309,-82.989347,"location
(42.427309, -82.989347)"
13982 Houston-Whittier,21014424.,100.00,04/07/2018,Closed,Selected,,Side Lot,4,Eden Gardens,42.420267,-82.980585,"location
(42.420267, -82.980585)"
4167 Haverhill,21070293.,100.00,02/23/2017,Closed,Selected,,Side Lot,4,Morningside,42.395519,-82.939441,"location
(42.395519, -82.939441)"
2654 Philip,21060131-0,100.00,06/07/2017,Closed,Selected,,Side Lot,4,Riverbend,42.383366,-82.948206,"location
(42.383366, -82.948206)"
2541 Philip,21060668-70,100.00,07/07/2017,Closed,Selected,,Side Lot,4,Riverbend,42.381691,-82.947771,"location
(42.381691, -82.947771)"
2509 Philip,21060672-3,100.00,07/07/2017,Closed,Selected,,Side Lot,4,Riverbend,42.381396,-82.947575,"location
(42.381396, -82.947575)"
3500 Devonshire,21070353.,100.00,03/14/2018,Closed,Selected,,Side Lot,4,Morningside,42.391587,-82.93497,"location
(42.391587, -82.93497)"
3683 Devonshire,21070678.,100.00,10/27/2017,Closed,Selected,,Side Lot,4,Morningside,42.392809,-82.936499,"location
(42.392809, -82.936499)"
3936 Three Mile Dr,21071094.,100.00,09/28/2017,Closed,Selected,,Side Lot,4,Morningside,42.394774,-82.934621,"location
(42.394774, -82.934621)"
5745 Three Mile Dr,21071236.,100.00,11/17/2017,Closed,Selected,,Side Lot,4,Morningside,42.407931,-82.943976,"location
(42.407931, -82.943976)"
3929 Courville,21071773.,100.00,02/23/2017,Closed,Selected,,Side Lot,4,Morningside,42.394819,-82.934156,"location
(42.394819, -82.934156)"
6014 Yorkshire,21073243.,100.00,03/09/2017,Closed,Selected,,Side Lot,4,East English Village,42.412674,-82.939123,"location
(42.412674, -82.939123)"
6700 Auburn,22092138.,100.00,03/01/2017,Closed,Selected,,Side Lot,7,Warrendale,42.339667,-83.23242,"location
(42.339667, -83.23242)"
23316 Sunnyside,22011916.,100.00,10/09/2017,Closed,Selected,,Side Lot,1,Brightmoor,42.407163,-83.268794,"location
(42.407163, -83.268794)"
16126 Lauder,22041979.,100.00,07/31/2017,Closed,Selected,,Side Lot,1,Hubbell-Puritan,42.409478,-83.19134,"location
(42.409478, -83.19134)"
15721 Lahser,22113800.,100.00,03/24/2018,Closed,Selected,,,1,Brightmoor,42.4044,-83.257404,"location
(42.4044, -83.257404)"
6301 Piedmont,22087953.,100.00,06/26/2017,Closed,Selected,,Side Lot,7,Warrendale,42.336093,-83.228159,"location
(42.336093, -83.228159)"
6318 Grandville,22088015.,100.00,10/18/2017,Closed,Selected,,Side Lot,7,Warrendale,42.336283,-83.228696,"location
(42.336283, -83.228696)"
12850 Conway,20018514.,100.00,09/22/2017,Closed,Selected,,Side Lot,6,Boynton,42.271173,-83.162749,"location
(42.271173, -83.162749)"
12860 Conway,20018515.,100.00,09/27/2017,Closed,Selected,,Side Lot,6,Boynton,42.271223,-83.162859,"location
(42.271223, -83.162859)"
19362 Pierson,22106701.,100.00,03/25/2017,Closed,Selected,,Side Lot,1,Evergreen Lahser 7/8,42.432512,-83.247141,"location
(42.432512, -83.247141)"
13137 Frankfort,21003187.,100.00,08/29/2017,Closed,Selected,,Side Lot,4,Chandler Park,42.394976,-82.966576,"location
(42.394976, -82.966576)"
20219 Joann,21030745.,100.00,04/08/2017,Closed,Selected,,Side Lot,3,Conner Creek,42.44605,-82.990785,"location
(42.44605, -82.990785)"
18092 Fairport,21031116.,100.00,04/18/2017,Closed,Selected,,Side Lot,3,Von Steuben,42.428924,-82.990656,"location
(42.428924, -82.990656)"
19350 Steel,22022559.,100.00,02/23/2017,Closed,Selected,,Side Lot,2,Greenwich,42.434116,-83.172685,"location
(42.434116, -83.172685)"
15764 Virgil,22121060.,100.00,03/08/2017,Closed,Selected,,Side Lot,1,Brightmoor,42.405198,-83.271097,"location
(42.405198, -83.271097)"
15367 Virgil,22121279.,100.00,01/25/2017,Closed,Selected,,Side Lot,1,Brightmoor,42.401548,-83.271441,"location
(42.401548, -83.271441)"
15714 Iliad,22121413.,100.00,08/17/2017,Closed,Selected,,Side Lot,1,Brightmoor,42.404157,-83.272125,"location
(42.404157, -83.272125)"
15471 Iliad,22121498.,100.00,03/20/2017,Closed,Selected,,Side Lot,1,Brightmoor,42.402891,-83.272598,"location
(42.402891, -83.272598)"
7511 Rutland,22069083.,100.00,04/07/2018,Closed,Selected,,Side Lot,7,Warren Ave Community,42.347397,-83.213054,"location
(42.347397, -83.213054)"
9046 Archdale,22070974.,100.00,02/23/2017,Closed,Selected,,Side Lot,7,Joy Community,42.360329,-83.214927,"location
(42.360329, -83.214927)"
7062 Senator,18001202.,100.00,09/28/2017,Closed,Selected,,Side Lot,6,Springwells,42.313229,-83.119228,"location
(42.313229, -83.119228)"
7418 St John,18002231.,100.00,03/25/2017,Closed,Selected,,Side Lot,6,Claytown,42.327447,-83.133909,"location
(42.327447, -83.133909)"
6652 Kirkwood,18003455.,100.00,06/14/2017,Closed,Selected,,Side Lot,6,Claytown,42.342844,-83.13543,"location
(42.342844, -83.13543)"
15839 Snowden,22028220.,100.00,12/15/2017,Closed,Selected,,Side Lot,2,Bethune Community,42.408164,-83.177567,"location
(42.408164, -83.177567)"
12751 Hartwell,22029306.,100.00,09/28/2017,Closed,Selected,,Side Lot,7,Pride Area Community,42.382471,-83.177314,"location
(42.382471, -83.177314)"
5936 Drexel,21050712.,100.00,05/14/2018,Closed,Selected,,Side Lot,4,Chandler Park,42.400374,-82.969596,"location
(42.400374, -82.969596)"
414 Lakewood,21054427.,100.00,04/06/2017,Closed,Selected,,Side Lot,4,Jefferson Chalmers,42.364866,-82.94037,"location
(42.364866, -82.94037)"
15316 Heyden,22099144.,100.00,05/15/2018,Applications Received,Selected,,Side Lot,1,Brightmoor,42.401112,-83.239235,"location
(42.401112, -83.239235)"
9596 Abington Ave,22066115.,100.00,04/05/2017,Closed,Selected,,Side Lot,7,Joy Community,42.36662,-83.210286,"location
(42.36662, -83.210286)"
9938 Abington Ave,22066130.,100.00,03/14/2017,Closed,Selected,,Side Lot,7,Joy Community,42.368253,-83.210342,"location
(42.368253, -83.210342)"
15755 Patton,22104492.,100.00,07/11/2017,Closed,Selected,,Side Lot,1,Brightmoor,42.405457,-83.244273,"location
(42.405457, -83.244273)"
1123 Lewerenz,18008422.,100.00,06/21/2018,Closed,Selected,,Side Lot,6,Central Southwest,42.307589,-83.112557,"location
(42.307589, -83.112557)"
9558 Ohio,18015045.,100.00,03/24/2017,Closed,Selected,,Side Lot,7,Barton-McFarland,42.367192,-83.153629,"location
(42.367192, -83.153629)"
5251 Balfour,21068757.,100.00,02/28/2017,Closed,Selected,,Side Lot,4,Morningside,42.402134,-82.948642,"location
(42.402134, -82.948642)"
5211 Balfour,21068762.,100.00,02/27/2017,Closed,Selected,,Side Lot,4,Morningside,42.401641,-82.948317,"location
(42.401641, -82.948317)"
4000 Buckingham,21069655.,100.00,02/24/2017,Closed,Selected,,Side Lot,4,Morningside,42.394144,-82.93903,"location
(42.394144, -82.93903)"
10513 Roxbury,21059027.,100.00,01/23/2018,Closed,Selected,,Side Lot,4,Outer Drive-Hayes,42.415782,-82.954474,"location
(42.415782, -82.954474)"
2564 Marlborough,21059256-0,100.00,06/19/2017,Closed,Selected,,Side Lot,4,Riverbend,42.381874,-82.948429,"location
(42.381874, -82.948429)"
2581 Marlborough,21059687-8,100.00,08/08/2017,Closed,Selected,,Side Lot,4,Riverbend,42.381834,-82.949086,"location
(42.381834, -82.949086)"
2555 Marlborough,21059690-1,100.00,08/07/2017,Closed,Selected,,Side Lot,4,Riverbend,42.381613,-82.94894,"location
(42.381613, -82.94894)"
2650 Philip,21060130-0,100.00,06/07/2017,Closed,Selected,,Side Lot,4,Riverbend,42.383255,-82.948132,"location
(42.383255, -82.948132)"
17358 Appoline,22021181.,100.00,05/03/2017,Closed,Selected,,Side Lot,2,Schulze,42.419365,-83.171047,"location
(42.419365, -83.171047)"
11934 Wisconsin,16034521-0,100.00,02/24/2017,Closed,Selected,,Side Lot,7,Littlefield Community,42.377478,-83.155455,"location
(42.377478, -83.155455)"
