Address,Parcel ID,Final Sale Price,Closing Date,Sale Status,Buyer Status,Purchaser Type,Program,Council District,Neighborhood,Latitude,Longitude,Location
11910 Duchess,21057762.,5300.00,06/26/2015,Closed,Selected,Investor,Auction,4,Denby,42.423563,-82.956923,"location
(42.423563, -82.956923)"
5556 Oldtown,21075405.,1300.00,06/01/2016,Closed,Selected,Homebuyer,Auction,4,Cornerstone Village,42.410619,-82.931311,"location
(42.410619, -82.931311)"
17184 Prairie,16022831.,12000.00,08/14/2017,Closed,Selected,Homebuyer,Auction,2,Bagley,42.418428,-83.144901,"location
(42.418428, -83.144901)"
18308 Prairie,16022879.,1200.00,12/03/2014,Closed,Selected,Investor,Auction,2,Bagley,42.42593,-83.14521,"location
(42.42593, -83.14521)"
19801 Prairie,16023096.,5500.00,07/29/2016,Closed,Selected,Homebuyer,Auction,2,Oak Grove,42.438371,-83.146317,"location
(42.438371, -83.146317)"
18509 Prairie,16023164.,56600.00,10/15/2015,Closed,Selected,Homebuyer,Auction,2,Bagley,42.427701,-83.145931,"location
(42.427701, -83.145931)"
18211 Prairie,16023195.,3600.00,11/26/2014,Closed,Selected,Homebuyer,Auction,2,Bagley,42.42457,-83.145783,"location
(42.42457, -83.145783)"
17411 Prairie,16023213.,4400.00,08/11/2017,Closed,Selected,Homebuyer,Auction,2,Bagley,42.420533,-83.145603,"location
(42.420533, -83.145603)"
19156 San Juan,16025671.,10200.00,04/30/2015,Closed,Selected,Investor,Auction,2,Bagley,42.432426,-83.146641,"location
(42.432426, -83.146641)"
13893 Bringard Dr,21026156.,3300.00,09/22/2015,Closed,Selected,Homebuyer,Auction,3,Mohican Regent,42.4462,-82.981277,"location
(42.4462, -82.981277)"
14475 Bringard Dr,21026194.,7050.00,08/05/2016,Closed,Selected,Homebuyer,Auction,3,Mohican Regent,42.446356,-82.974199,"location
(42.446356, -82.974199)"
13900 Edmore Dr,21026580.,10100.00,05/11/2015,Closed,Selected,Investor,Auction,3,Mohican Regent,42.446572,-82.981146,"location
(42.446572, -82.981146)"
13810 Edmore Dr,21026592.,2400.00,09/29/2015,Closed,Selected,Homebuyer,Auction,3,Mohican Regent,42.446531,-82.98281,"location
(42.446531, -82.98281)"
14459 Edmore Dr,21026665.,17500.00,05/18/2016,Closed,Selected,Homebuyer,Auction,3,Mohican Regent,42.447243,-82.974515,"location
(42.447243, -82.974515)"
13640 Collingham,21027082.,6600.00,08/06/2014,Closed,Selected,Investor,Auction,3,Mohican Regent,42.447393,-82.984598,"location
(42.447393, -82.984598)"
16309 Collingham,21027269.,9500.00,04/23/2015,Closed,Selected,Homebuyer,Auction,3,Regent Park,42.448617,-82.951617,"location
(42.448617, -82.951617)"
4611 Courville,21071730.,3100.00,01/26/2018,Closed,Selected,Homebuyer,Auction,4,Morningside,42.399517,-82.937239,"location
(42.399517, -82.937239)"
3921 Courville,21071774.,1800.00,06/01/2016,Closed,Selected,Homebuyer,Auction,4,Morningside,42.39472,-82.934091,"location
(42.39472, -82.934091)"
5730 Audubon,21071919.,21100.00,08/15/2014,Closed,Selected,Homebuyer,Auction,4,Morningside,42.408763,-82.941047,"location
(42.408763, -82.941047)"
3941 Cadieux,21075367.,1100.00,11/18/2014,Closed,Selected,Homebuyer,Auction,4,East English Village,42.398556,-82.925244,"location
(42.398556, -82.925244)"
6168 Bluehill,21075538.004,5100.00,05/18/2015,Closed,Selected,Homebuyer,Auction,4,Cornerstone Village,42.415945,-82.933718,"location
(42.415945, -82.933718)"
6183 Bluehill,21075546.,4450.00,12/22/2015,Closed,Selected,Homebuyer,Auction,4,Cornerstone Village,42.415926,-82.93439,"location
(42.415926, -82.93439)"
5985 Bluehill,21075554.,9350.00,05/14/2015,Closed,Selected,Investor,Auction,4,Cornerstone Village,42.414297,-82.933324,"location
(42.414297, -82.933324)"
5961 Bluehill,21075557.,4500.00,05/24/2016,Closed,Selected,Homebuyer,Auction,4,Cornerstone Village,42.414043,-82.933158,"location
(42.414043, -82.933158)"
16165 Ohio,16034255.,4200.00,02/03/2015,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.410715,-83.155982,"location
(42.410715, -83.155982)"
17180 Wisconsin,16034786.,10000.00,09/13/2017,Closed,Selected,Investor,Auction,2,Bagley,42.418221,-83.156784,"location
(42.418221, -83.156784)"
19326 Wisconsin,16034906.,6450.00,04/17/2015,Closed,Selected,Homebuyer,Auction,2,Bagley,42.433609,-83.157455,"location
(42.433609, -83.157455)"
18005 Wisconsin,16035093.,11100.00,12/17/2014,Closed,Selected,Investor,Auction,2,Bagley,42.422535,-83.15762,"location
(42.422535, -83.15762)"
16247 Wisconsin,16035152.,1000.00,12/10/2014,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.411849,-83.157119,"location
(42.411849, -83.157119)"
18963 Pinehurst,16044143.,4350.00,07/06/2015,Closed,Selected,Homebuyer,Auction,2,Schulze,42.430449,-83.167801,"location
(42.430449, -83.167801)"
16643 Pinehurst,16044275.,2550.00,04/28/2017,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.414062,-83.167059,"location
(42.414062, -83.167059)"
5249 Cadieux,21075285.,4000.00,10/29/2014,Closed,Selected,Investor,Auction,4,East English Village,42.408295,-82.931747,"location
(42.408295, -82.931747)"
6177 Radnor,21078359.,3500.00,05/17/2016,Closed,Selected,Homebuyer,Auction,4,Cornerstone Village,42.419281,-82.924915,"location
(42.419281, -82.924915)"
16253 Wisconsin,16035151.,1000.00,08/27/2015,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.411945,-83.157123,"location
(42.411945, -83.157123)"
16816 Monte Vista,16044696.,7250.00,08/11/2016,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.414619,-83.167555,"location
(42.414619, -83.167555)"
16861 Monte Vista,16044971.,10100.00,05/12/2017,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.415195,-83.168182,"location
(42.415195, -83.168182)"
18644 Whitcomb,22047641.,7400.00,07/02/2015,Closed,Selected,Investor,Auction,2,Winship,42.427556,-83.196896,"location
(42.427556, -83.196896)"
19469 Whitcomb,22047780.,11300.00,07/01/2015,Closed,Selected,Investor,Auction,2,San Bernardo,42.435114,-83.198016,"location
(42.435114, -83.198016)"
19203 Whitcomb,22047801.,4350.00,06/18/2015,Closed,Selected,Homebuyer,Auction,2,San Bernardo,42.431991,-83.197899,"location
(42.431991, -83.197899)"
18661 Whitcomb,22047829.,7700.00,08/06/2015,Closed,Selected,Investor,Auction,2,Winship,42.427746,-83.19772,"location
(42.427746, -83.19772)"
8132 Prest,22048351.,5000.00,08/25/2015,Closed,Selected,Homebuyer,Auction,7,Fiskhorn,42.352817,-83.195278,"location
(42.352817, -83.195278)"
8146 Prest,22048353.,10600.00,07/24/2015,Closed,Selected,Homebuyer,Auction,7,Fiskhorn,42.353009,-83.195288,"location
(42.353009, -83.195288)"
8234 Prest,22048361.,4900.00,08/05/2015,Closed,Selected,Investor,Auction,7,Fiskhorn,42.353985,-83.195361,"location
(42.353985, -83.195361)"
17156 Prest,22048740.,5000.00,07/15/2015,Closed,Selected,Investor,Auction,2,Winship,42.416955,-83.197797,"location
(42.416955, -83.197797)"
14828 Southfield,22073292.,1000.00,04/22/2015,Closed,Selected,Investor,Auction,1,Grandmont,42.396669,-83.217471,"location
(42.396669, -83.217471)"
6786 Ashton,22074684.,5200.00,10/03/2016,Closed,Selected,Homebuyer,Auction,7,Warrendale,42.341009,-83.216762,"location
(42.341009, -83.216762)"
1175 Glynn Ct,06002642.,1700.00,12/11/2015,Closed,Selected,Investor,Auction,5,Gateway Community,42.384521,-83.095894,"location
(42.384521, -83.095894)"
1709 Virginia Park,08001982.,13700.00,11/10/2015,Closed,Selected,Homebuyer,Auction,5,West Virginia Park,42.369769,-83.093828,"location
(42.369769, -83.093828)"
1668 Virginia Park,08002038.,30050.00,08/18/2017,Closed,Selected,Investor,Auction,5,West Virginia Park,42.370633,-83.093574,"location
(42.370633, -83.093574)"
1644 Virginia Park,08002041.,1000.00,09/03/2015,Closed,Selected,Homebuyer,Auction,5,West Virginia Park,42.370779,-83.093176,"location
(42.370779, -83.093176)"
16169 Greenlawn,16029905.,4200.00,05/29/2015,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.410837,-83.151302,"location
(42.410837, -83.151302)"
16145 Greenlawn,16029909.,8500.00,05/18/2015,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.410453,-83.151295,"location
(42.410453, -83.151295)"
16224 Roselawn,16030339.,1000.00,08/21/2014,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.411607,-83.151847,"location
(42.411607, -83.151847)"
18631 Roselawn,16030668.,19300.00,11/21/2014,Closed,Selected,Homebuyer,Auction,2,Bagley,42.428329,-83.153334,"location
(42.428329, -83.153334)"
17307 Roselawn,16030745.,3700.00,01/25/2016,Closed,Selected,Homebuyer,Auction,2,Bagley,42.419121,-83.152785,"location
(42.419121, -83.152785)"
16261 Roselawn,16030773.,2500.00,05/27/2015,Closed,Selected,Investor,Auction,2,Fitzgerald/Marygrove,42.412094,-83.152548,"location
(42.412094, -83.152548)"
16239 Roselawn,16030776.,11100.00,01/08/2015,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.411799,-83.152541,"location
(42.411799, -83.152541)"
16177 Roselawn,16030785.,1000.00,11/25/2014,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.410935,-83.15252,"location
(42.410935, -83.15252)"
8826 Mason Pl,20003641.,1000.00,09/19/2016,Closed,Selected,Homebuyer,Auction,6,Springwells,42.305496,-83.132746,"location
(42.305496, -83.132746)"
7808 Senator,20004064.,1000.00,10/10/2014,Closed,Selected,Homebuyer,Auction,6,Springwells,42.310731,-83.125372,"location
(42.310731, -83.125372)"
7789 Whittaker,20004088.,1100.00,02/23/2016,Closed,Selected,Homebuyer,Auction,6,Springwells,42.31114,-83.12529,"location
(42.31114, -83.12529)"
1989 Oakdale,20008087.,7300.00,06/07/2017,Closed,Selected,Investor,Auction,6,Springwells,42.307313,-83.13379,"location
(42.307313, -83.13379)"
15251 Fordham,21019931.,1800.00,03/23/2015,Closed,Selected,Homebuyer,Auction,4,Mapleridge,42.434843,-82.964342,"location
(42.434843, -82.964342)"
16235 Maddelein,21021621.,1000.00,10/16/2015,Closed,Selected,Homebuyer,Auction,3,Regent Park,42.436802,-82.952591,"location
(42.436802, -82.952591)"
14017 Rossini Drive,21024901.,2000.00,05/23/2018,Closed,Selected,,Auction,3,Mohican Regent,42.443485,-82.979918,"location
(42.443485, -82.979918)"
14501 Rossini Drive,21024937.,3950.00,11/05/2015,Closed,Selected,Homebuyer,Auction,3,Mohican Regent,42.443632,-82.973613,"location
(42.443632, -82.973613)"
18900 Asbury Park,22061579.,2200.00,12/06/2016,Closed,Selected,Investor,Auction,2,College Park,42.428574,-83.209176,"location
(42.428574, -83.209176)"
15737 Asbury Park,22061957.,10000.00,08/06/2014,Closed,Selected,Homebuyer,Auction,1,Crary/St Marys,42.405507,-83.20889,"location
(42.405507, -83.20889)"
15371 Asbury Park,22061977.,8900.00,11/03/2015,Closed,Selected,Homebuyer,Auction,1,Crary/St Marys,42.402862,-83.20877,"location
(42.402862, -83.20877)"
15313 Asbury Park,22061987.,4400.00,10/26/2015,Closed,Selected,Homebuyer,Auction,1,Crary/St Marys,42.401655,-83.208712,"location
(42.401655, -83.208712)"
11635 Faust,22079223.,1000.00,08/13/2015,Closed,Selected,Homebuyer,Auction,7,Southfield Plymouth,42.372774,-83.222054,"location
(42.372774, -83.222054)"
6213 Faust,22079452.,16800.00,07/27/2017,Closed,Selected,Investor,Auction,7,Warrendale,42.334815,-83.220817,"location
(42.334815, -83.220817)"
6135 Faust,22079459.,3500.00,06/23/2016,Closed,Selected,Investor,Auction,7,Warrendale,42.333908,-83.2208,"location
(42.333908, -83.2208)"
6013 Faust,22079469.,4800.00,09/09/2014,Closed,Selected,Investor,Auction,7,Warrendale,42.332681,-83.220771,"location
(42.332681, -83.220771)"
11646 Greenview,22079748.,1000.00,08/25/2015,Closed,Selected,Investor,Auction,7,Southfield Plymouth,42.372957,-83.222558,"location
(42.372957, -83.222558)"
16208 Greenview,22079927.,10100.00,06/11/2015,Closed,Selected,Investor,Auction,1,North Rosedale Park,42.409788,-83.223614,"location
(42.409788, -83.223614)"
17636 Greenview,22080011.,8300.00,12/05/2016,Closed,Selected,Investor,Auction,1,Evergreen-Outer Drive,42.421119,-83.224633,"location
(42.421119, -83.224633)"
7401 Vaughan,22098623.,4600.00,03/31/2016,Closed,Selected,Investor,Auction,7,Warrendale,42.346003,-83.237099,"location
(42.346003, -83.237099)"
115 Chicago,02001510.,97900.00,10/03/2014,Closed,Selected,Homebuyer,Auction,5,Boston Edison,42.385271,-83.086137,"location
(42.385271, -83.086137)"
17184 Warrington,02003966.,9900.00,10/17/2014,Closed,Selected,Homebuyer,Auction,2,University District,42.418444,-83.139582,"location
(42.418444, -83.139582)"
599 Alger,03002337.,1000.00,05/16/2016,Closed,Selected,Homebuyer,Auction,5,North End,42.382631,-83.072144,"location
(42.382631, -83.072144)"
558 Josephine,03002457.,1000.00,10/09/2015,Closed,Selected,Homebuyer,Auction,5,North End,42.384374,-83.07399,"location
(42.384374, -83.07399)"
4610 Nottingham,21066418.,1000.00,03/06/2015,Closed,Selected,Homebuyer,Auction,4,Morningside,42.396133,-82.946481,"location
(42.396133, -82.946481)"
5220 Nottingham,21066458.,1000.00,02/04/2015,Closed,Selected,Homebuyer,Auction,4,Morningside,42.401207,-82.949842,"location
(42.401207, -82.949842)"
5510 Nottingham,21066472.,1200.00,02/05/2015,Closed,Selected,Investor,Auction,4,Morningside,42.402728,-82.950861,"location
(42.402728, -82.950861)"
7226 Heyden,22098782.,7700.00,08/17/2016,Closed,Selected,Homebuyer,Auction,7,Warrendale,42.343586,-83.237513,"location
(42.343586, -83.237513)"
15370 Heyden,22099154.,9250.00,05/04/2018,Closed,Selected,,Auction,1,Brightmoor,42.402209,-83.239283,"location
(42.402209, -83.239283)"
18176 Heyden,22099312.,2600.00,04/15/2015,Closed,Selected,Homebuyer,Auction,1,Holcomb Community,42.422769,-83.240162,"location
(42.422769, -83.240162)"
7347 Heyden,22099990.,9600.00,09/28/2017,Closed,Selected,Investor,Auction,7,Warrendale,42.34525,-83.238269,"location
(42.34525, -83.238269)"
7368 Stout,22100943.,6650.00,01/17/2017,Closed,Selected,Investor,Auction,7,Warrendale,42.345534,-83.238764,"location
(42.345534, -83.238764)"
16891 Woodbine,22123014.003,1000.00,02/11/2015,Closed,Selected,Investor,Auction,1,South of Six,42.413313,-83.278643,"location
(42.413313, -83.278643)"
18114 Ohio,16033905.,1000.00,10/17/2014,Closed,Selected,Homebuyer,Auction,2,Bagley,42.424091,-83.156005,"location
(42.424091, -83.156005)"
17603 Ohio,16034187.,6200.00,04/03/2015,Closed,Selected,Investor,Auction,2,Bagley,42.422084,-83.156502,"location
(42.422084, -83.156502)"
16531 Ohio,16034236.,8100.00,08/27/2014,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.412685,-83.15606,"location
(42.412685, -83.15606)"
16245 Ohio,16034243.,6100.00,06/24/2015,Closed,Selected,Investor,Auction,2,Fitzgerald/Marygrove,42.411867,-83.156023,"location
(42.411867, -83.156023)"
16219 Ohio,16034247.,7500.00,08/26/2015,Closed,Selected,Investor,Auction,2,Fitzgerald/Marygrove,42.411483,-83.156009,"location
(42.411483, -83.156009)"
5761 Audubon,21072061.,1000.00,04/06/2017,Closed,Selected,Homebuyer,Auction,4,Morningside,42.408868,-82.942047,"location
(42.408868, -82.942047)"
5245 Audubon,21072086.,2300.00,12/30/2016,Closed,Selected,Investor,Auction,4,Morningside,42.405285,-82.939711,"location
(42.405285, -82.939711)"
4177 Audubon,21072146.,39100.00,10/30/2014,Closed,Selected,Homebuyer,Auction,4,Morningside,42.397041,-82.934296,"location
(42.397041, -82.934296)"
3530 Kensington,21072727.,38450.00,02/09/2016,Closed,Selected,Homebuyer,Auction,4,East English Village,42.394606,-82.928536,"location
(42.394606, -82.928536)"
4376 Kensington,21072767.,18300.00,07/22/2015,Closed,Selected,Investor,Auction,4,East English Village,42.400436,-82.932392,"location
(42.400436, -82.932392)"
5520 Kensington,21072829.,9200.00,07/24/2015,Closed,Selected,Investor,Auction,4,East English Village,42.407824,-82.937272,"location
(42.407824, -82.937272)"
6064 Kensington,21072869.,7800.00,07/16/2015,Closed,Selected,Homebuyer,Auction,4,East English Village,42.412868,-82.940607,"location
(42.412868, -82.940607)"
4405 Somerset,21067548.,1000.00,08/12/2014,Closed,Selected,Investor,Auction,4,Morningside,42.395802,-82.945765,"location
(42.395802, -82.945765)"
4196 Balfour,21067652.,1500.00,05/05/2016,Closed,Selected,Homebuyer,Auction,4,Morningside,42.394669,-82.942897,"location
(42.394669, -82.942897)"
11216 Balfour,21067907.,1000.00,04/06/2016,Closed,Selected,Homebuyer,Auction,4,Moross-Morang,42.424526,-82.941241,"location
(42.424526, -82.941241)"
11342 Balfour,21067914.,1000.00,02/10/2016,Closed,Selected,Homebuyer,Auction,4,Moross-Morang,42.42533,-82.940566,"location
(42.42533, -82.940566)"
11425 Balfour,21067935.009,4600.00,09/02/2016,Closed,Selected,Homebuyer,Auction,4,Moross-Morang,42.426542,-82.940408,"location
(42.426542, -82.940408)"
9971 Balfour,21068045.,16700.00,08/14/2014,Closed,Selected,Homebuyer,Auction,4,Outer Drive-Hayes,42.413476,-82.949963,"location
(42.413476, -82.949963)"
1925 Longfellow,08002933.,23100.00,01/15/2016,Closed,Selected,Investor,Auction,5,Boston Edison,42.378527,-83.101662,"location
(42.378527, -83.101662)"
2081 Longfellow,08002948.,53100.00,02/06/2015,Closed,Selected,Investor,Auction,5,Boston Edison,42.377578,-83.10421,"location
(42.377578, -83.10421)"
1615 Chicago,08002988.,26000.00,08/29/2014,Closed,Selected,Homebuyer,Auction,5,Boston Edison,42.38052,-83.09914,"location
(42.38052, -83.09914)"
1635 Chicago,08002990.,37550.00,09/22/2015,Closed,Selected,Homebuyer,Auction,5,Boston Edison,42.3804,-83.099473,"location
(42.3804, -83.099473)"
1665 Chicago,08002993.,9600.00,10/10/2014,Closed,Selected,Investor,Auction,5,Boston Edison,42.38022,-83.099973,"location
(42.38022, -83.099973)"
1737 Chicago,08003000.,35000.00,06/26/2015,Closed,Selected,Homebuyer,Auction,5,Boston Edison,42.3798,-83.101138,"location
(42.3798, -83.101138)"
1940 Chicago,08003035.,28880.00,02/29/2016,Closed,Selected,Homebuyer,Auction,5,Boston Edison,42.379992,-83.102891,"location
(42.379992, -83.102891)"
1725 W Boston Blvd,08003067.,73100.00,11/25/2014,Closed,Selected,Investor,Auction,5,Boston Edison,42.380987,-83.101749,"location
(42.380987, -83.101749)"
1919 W Boston Blvd,08003072.,87100.00,09/30/2016,Closed,Selected,Homebuyer,Auction,5,Boston Edison,42.380583,-83.102841,"location
(42.380583, -83.102841)"
8071 Carlin,22032209.,1600.00,01/23/2015,Closed,Selected,Homebuyer,Auction,7,Joy-Schaefer,42.352335,-83.178756,"location
(42.352335, -83.178756)"
18425 Lesure,22033063.,22800.00,12/14/2015,Closed,Selected,Homebuyer,Auction,2,Winship,42.426015,-83.182972,"location
(42.426015, -83.182972)"
836 Navahoe,21046625.,1000.00,12/02/2014,Closed,Selected,Homebuyer,Auction,4,Jefferson Chalmers,42.367217,-82.955792,"location
(42.367217, -82.955792)"
16157 Wisconsin,16035165.,10050.00,07/17/2018,Closed,Selected,,Auction,2,Fitzgerald/Marygrove,42.410601,-83.157065,"location
(42.410601, -83.157065)"
16182 Indiana,16035628.,1400.00,06/17/2015,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.410983,-83.157577,"location
(42.410983, -83.157577)"
16250 Indiana,16035638.,2600.00,06/25/2015,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.411943,-83.157621,"location
(42.411943, -83.157621)"
18435 Indiana,16035939.,16800.00,04/08/2015,Closed,Selected,Homebuyer,Auction,2,Bagley,42.426549,-83.158926,"location
(42.426549, -83.158926)"
17353 Indiana,16035997.,9050.00,04/09/2015,Closed,Selected,Investor,Auction,2,Bagley,42.419578,-83.158558,"location
(42.419578, -83.158558)"
16199 Indiana,16036038.,2800.00,07/17/2015,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.411165,-83.158183,"location
(42.411165, -83.158183)"
17375 Forrer,22054345.,5000.00,10/18/2016,Closed,Selected,Homebuyer,Auction,2,College Park,42.418856,-83.202694,"location
(42.418856, -83.202694)"
15485 Forrer,22054439.,3550.00,01/24/2017,Closed,Selected,,Auction,1,Crary/St Marys,42.404471,-83.20207,"location
(42.404471, -83.20207)"
6921 Forrer,22054798.,1200.00,10/01/2015,Closed,Selected,Homebuyer,Auction,7,Warren Ave Community,42.343104,-83.20023,"location
(42.343104, -83.20023)"
6361 Mansfield,22058174.,8100.00,10/22/2015,Closed,Selected,Homebuyer,Auction,7,Warren Ave Community,42.337263,-83.202476,"location
(42.337263, -83.202476)"
2397 Lawndale,20006504.,1000.00,03/31/2016,Closed,Selected,Homebuyer,Auction,6,Springwells,42.310372,-83.133885,"location
(42.310372, -83.133885)"
14901 E State Fair,21024485.,6300.00,03/03/2015,Closed,Selected,Homebuyer,Auction,3,Regent Park,42.44288,-82.968682,"location
(42.44288, -82.968682)"
8237 Carlin,22032191.,1100.00,01/28/2015,Closed,Selected,Homebuyer,Auction,7,Joy-Schaefer,42.354251,-83.178831,"location
(42.354251, -83.178831)"
6700 St Marys,22058213.,3100.00,01/22/2015,Closed,Selected,Homebuyer,Auction,7,Warren Ave Community,42.34011,-83.20314,"location
(42.34011, -83.20314)"
6800 St Marys,22058226.,6200.00,11/30/2015,Closed,Selected,Homebuyer,Auction,7,Warren Ave Community,42.341436,-83.203192,"location
(42.341436, -83.203192)"
6870 St Marys,22058236.,5100.00,01/26/2015,Closed,Selected,Investor,Auction,7,Warren Ave Community,42.342397,-83.203229,"location
(42.342397, -83.203229)"
12706 St Marys,22058480.,13550.00,02/07/2017,Closed,Selected,Investor,Auction,1,Schoolcraft Southfield,42.381484,-83.204786,"location
(42.381484, -83.204786)"
9234 W Lafayette,20002238.,1000.00,04/28/2017,Closed,Selected,Investor,Auction,6,Springwells,42.29886,-83.132221,"location
(42.29886, -83.132221)"
8838 W Lafayette,20002265.,1000.00,12/06/2016,Closed,Selected,Homebuyer,Auction,6,Springwells,42.300032,-83.129149,"location
(42.300032, -83.129149)"
8750 Homer,20002837.,6600.00,11/03/2015,Closed,Selected,Homebuyer,Auction,6,Springwells,42.302798,-83.129292,"location
(42.302798, -83.129292)"
8759 Mason Pl,20003584.,6400.00,04/14/2017,Closed,Selected,Investor,Auction,6,Springwells,42.305514,-83.131291,"location
(42.305514, -83.131291)"
4890 Yorkshire,21073181.,4100.00,08/25/2017,Closed,Selected,Investor,Auction,4,East English Village,42.404135,-82.933481,"location
(42.404135, -82.933481)"
5760 Yorkshire,21073222.,32100.00,08/27/2014,Closed,Selected,Homebuyer,Auction,4,East English Village,42.410463,-82.937645,"location
(42.410463, -82.937645)"
5958 Yorkshire,21073236.,2300.00,10/20/2017,Closed,Selected,Investor,Auction,4,East English Village,42.411984,-82.938668,"location
(42.411984, -82.938668)"
6006 Yorkshire,21073242.,1600.00,09/25/2015,Closed,Selected,Homebuyer,Auction,4,East English Village,42.412575,-82.939059,"location
(42.412575, -82.939059)"
5919 Yorkshire,21073337.,8100.00,07/23/2015,Closed,Selected,Investor,Auction,4,East English Village,42.411258,-82.938983,"location
(42.411258, -82.938983)"
5751 Yorkshire,21073347.,3300.00,08/19/2015,Closed,Selected,Homebuyer,Auction,4,East English Village,42.410151,-82.93823,"location
(42.410151, -82.93823)"
5737 Yorkshire,21073349.,9200.00,02/04/2015,Closed,Selected,Homebuyer,Auction,4,East English Village,42.409958,-82.938104,"location
(42.409958, -82.938104)"
5565 Yorkshire,21073353.,7400.00,01/20/2015,Closed,Selected,Homebuyer,Auction,4,East English Village,42.408571,-82.937187,"location
(42.408571, -82.937187)"
5205 Yorkshire,21073376.,6100.00,01/02/2015,Closed,Selected,Investor,Auction,4,East English Village,42.406168,-82.935615,"location
(42.406168, -82.935615)"
16135 Indiana,16036047.,3280.00,05/05/2017,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.410302,-83.158145,"location
(42.410302, -83.158145)"
15479 Indiana,16036083.,1000.00,02/10/2015,Closed,Selected,Homebuyer,Auction,2,Fitzgerald/Marygrove,42.405498,-83.157927,"location
(42.405498, -83.157927)"
17521 Kentucky,16036927.,12550.00,04/17/2015,Closed,Selected,Homebuyer,Auction,2,Bagley,42.420951,-83.159729,"location
(42.420951, -83.159729)"
17140 Washburn,16039294.,1000.00,01/15/2016,Closed,Selected,Investor,Auction,2,Schulze,42.417566,-83.161136,"location
(42.417566, -83.161136)"
18950 Washburn,16039388.,6950.00,06/25/2015,Closed,Selected,Investor,Auction,2,Schulze,42.430339,-83.161648,"location
(42.430339, -83.161648)"
188 Lenox,21049466.,18100.00,02/18/2015,Closed,Selected,Homebuyer,Auction,4,Jefferson Chalmers,42.357976,-82.942861,"location
(42.357976, -82.942861)"
7258 Senator,18001189.,5500.00,12/15/2015,Closed,Selected,Investor,Auction,6,Springwells,42.312323,-83.121491,"location
(42.312323, -83.121491)"
7371 Edward,18001823.,1000.00,01/14/2015,Closed,Selected,Investor,Auction,6,Claytown,42.325433,-83.131439,"location
(42.325433, -83.131439)"
7138 Parkwood,18002128.,2600.00,02/26/2015,Closed,Selected,Homebuyer,Auction,6,Claytown,42.327985,-83.130384,"location
(42.327985, -83.130384)"
12872 St Marys,22058496.,3600.00,04/09/2015,Closed,Selected,Investor,Auction,1,Schoolcraft Southfield,42.383376,-83.204862,"location
(42.383376, -83.204862)"
13968 St Marys,22058529.,7650.00,05/19/2017,Closed,Selected,Investor,Auction,1,Greenfield-Grand River,42.387949,-83.205362,"location
(42.387949, -83.205362)"
17125 Murray Hill,22060379.,3500.00,04/14/2016,Closed,Selected,Homebuyer,Auction,2,College Park,42.416325,-83.208277,"location
(42.416325, -83.208277)"
15493 Murray Hill,22060458.,3900.00,11/13/2015,Closed,Selected,Homebuyer,Auction,1,Crary/St Marys,42.404435,-83.207786,"location
(42.404435, -83.207786)"
14741 Mettetal,22060515.,3500.00,08/26/2016,Closed,Selected,Homebuyer,Auction,1,Grand River-St Marys,42.397204,-83.207988,"location
(42.397204, -83.207988)"
13993 Mettetal,22060580.,16100.00,01/23/2017,Closed,Selected,Homebuyer,Auction,1,Greenfield-Grand River,42.388254,-83.207146,"location
(42.388254, -83.207146)"
7421 Mettetal,22060866.,2350.00,08/10/2015,Closed,Selected,Homebuyer,Auction,7,Warren Ave Community,42.346282,-83.205059,"location
(42.346282, -83.205059)"
12952 Grandmont,22064836.001,1000.00,01/12/2017,Closed,Selected,Investor,Auction,1,Schoolcraft Southfield,42.384364,-83.20971,"location
(42.384364, -83.20971)"
13594 Grandmont,22064848.,1000.00,11/15/2016,Closed,Selected,Homebuyer,Auction,1,Schoolcraft Southfield,42.385981,-83.209793,"location
(42.385981, -83.209793)"
16734 Gilchrist,22065406.,2800.00,04/15/2016,Closed,Selected,Homebuyer,Auction,1,Crary/St Marys,42.412876,-83.211625,"location
(42.412876, -83.211625)"
17617 Santa Barbara,16027889.,15100.00,01/06/2016,Closed,Selected,Homebuyer,Auction,2,Bagley,42.422399,-83.149388,"location
(42.422399, -83.149388)"
