Address,Parcel ID,Final Sale Price,Closing Date,Sale Status,Buyer Status,Purchaser Type,Program,Council District,Neighborhood,Latitude,Longitude,Location
20499 Grandview,22124208.,1000.00,04/05/2017,Closed,Selected,Homebuyer,Own It Now,1,Five Points,42.441026,-83.285664,"location
(42.441026, -83.285664)"
3754 Tyler,14005337.,1400.00,02/13/2018,Closed,Selected,Homebuyer,Own It Now,7,Russell Woods,42.388207,-83.131185,"location
(42.388207, -83.131185)"
5234 Buckingham,21069731.,3200.00,10/21/2016,Closed,Selected,Homebuyer,Own It Now,4,Morningside,42.403243,-82.944953,"location
(42.403243, -82.944953)"
3335 Lothrop,12001210.,1000.00,05/29/2018,Closed,Selected,,Own It Now,5,Wildemere Park,42.358695,-83.108696,"location
(42.358695, -83.108696)"
18089 St Aubin,09016041-2,1000.00,03/01/2018,Closed,Selected,Homebuyer,Own It Now,3,Northeast Central District,42.426978,-83.081735,"location
(42.426978, -83.081735)"
1130 Burlingame,06003126.,1000.00,04/27/2018,Closed,Selected,Homebuyer,Own It Now,5,Gateway Community,42.388781,-83.097704,"location
(42.388781, -83.097704)"
13501 Anglin,09012290.,1000.00,08/11/2017,Closed,Selected,Homebuyer,,3,North Campau,42.413795,-83.070733,"location
(42.413795, -83.070733)"
18174 Hull,09019763.,1100.00,12/06/2017,Closed,Selected,Homebuyer,Own It Now,3,Hawthorne Park,42.42757,-83.088399,"location
(42.42757, -83.088399)"
19344 Hull,09019840.,1000.00,06/25/2018,Closed,Selected,,Own It Now,3,Nolan,42.43588,-83.088567,"location
(42.43588, -83.088567)"
20101 Hull,09019988.,1000.00,10/30/2017,Closed,Selected,Homebuyer,,3,Nolan,42.442499,-83.089339,"location
(42.442499, -83.089339)"
19139 Orleans,09018093.,1200.00,06/28/2018,Closed,Selected,,Own It Now,3,Nolan,42.433439,-83.085699,"location
(42.433439, -83.085699)"
20138 Russell,09020791-2,1300.00,08/09/2017,Closed,Selected,Investor,Own It Now,3,Nolan,42.442932,-83.090765,"location
(42.442932, -83.090765)"
20194 Russell,09020800.,1200.00,07/20/2017,Closed,Selected,Investor,Own It Now,3,Nolan,42.443724,-83.0908,"location
(42.443724, -83.0908)"
3275 Pasadena,12004725.,1300.00,07/13/2018,Closed,Selected,,Own It Now,7,Oakman Blvd Community,42.392636,-83.130214,"location
(42.392636, -83.130214)"
2918 Burlingame,12003404.,1000.00,07/12/2017,Closed,Selected,Homebuyer,Own It Now,5,Dexter-Linwood,42.381069,-83.117872,"location
(42.381069, -83.117872)"
3311 Tuxedo,12003524.,1500.00,10/11/2017,Closed,Selected,Homebuyer,Own It Now,5,Dexter-Linwood,42.380655,-83.122916,"location
(42.380655, -83.122916)"
18460 Gallagher,13023105.,1100.00,02/27/2018,Closed,Selected,,Own It Now,3,Conant Gardens,42.428169,-83.06939,"location
(42.428169, -83.06939)"
19010 Charest,13023462.,1100.00,10/26/2017,Closed,Selected,Investor,Own It Now,3,Conant Gardens,42.432254,-83.0706,"location
(42.432254, -83.0706)"
12257 Moran,09009191.,1000.00,08/04/2017,Closed,Selected,Homebuyer,Own It Now,3,Campau/Banglatown,42.409296,-83.058811,"location
(42.409296, -83.058811)"
18458 Buffalo,13014713.,2000.00,02/28/2018,Closed,Selected,,Own It Now,3,Krainz Woods,42.428873,-83.047656,"location
(42.428873, -83.047656)"
20240 Bloom,13015314.,1000.00,06/21/2018,Closed,Selected,,Own It Now,3,Farwell,42.444983,-83.049346,"location
(42.444983, -83.049346)"
7155 Joy Rd,16004628.,1000.00,09/19/2017,Closed,Selected,Homebuyer,,6,Midwest,42.359093,-83.141704,"location
(42.359093, -83.141704)"
4670 Seebaldt,14001855-6,1000.00,10/20/2017,Closed,Selected,Homebuyer,Own It Now,6,Midwest,42.355119,-83.120281,"location
(42.355119, -83.120281)"
5539 WELTON,16005368.,1000.00,07/10/2018,Closed,Selected,,Own It Now,7,Nardin Park,42.369466,-83.137089,"location
(42.369466, -83.137089)"
19421 Eureka,13018567.,1200.00,07/13/2018,Closed,Selected,,Own It Now,3,Farwell,42.437548,-83.058269,"location
(42.437548, -83.058269)"
12405 Stoepel,16019711.,1000.00,11/14/2017,Closed,Selected,,Own It Now,7,Oakman Blvd Community,42.380826,-83.140663,"location
(42.380826, -83.140663)"
9311 Stoepel,16019834.,1100.00,01/30/2018,Closed,Selected,,Own It Now,6,Midwest,42.364175,-83.140033,"location
(42.364175, -83.140033)"
4637 Pacific,14002077.,1000.00,03/06/2018,Closed,Selected,,Own It Now,6,Midwest,42.3565,-83.120459,"location
(42.3565, -83.120459)"
2525 Pingree,10001866.,1000.00,07/18/2017,Closed,Selected,Investor,,5,North LaSalle,42.369021,-83.104744,"location
(42.369021, -83.104744)"
2278 Blaine,10002025.,1000.00,06/20/2017,Closed,Selected,Homebuyer,Own It Now,5,North LaSalle,42.371525,-83.102332,"location
(42.371525, -83.102332)"
15858 Holmur,12012457.,1000.00,09/12/2017,Closed,Selected,Homebuyer,Own It Now,2,Pilgrim Village,42.408591,-83.137202,"location
(42.408591, -83.137202)"
5524 Ivanhoe,16002984.,1000.00,10/13/2017,Closed,Selected,Homebuyer,Own It Now,6,Midwest,42.356659,-83.129645,"location
(42.356659, -83.129645)"
20125 Monica,16021542.,4000.00,12/05/2017,Closed,Selected,Investor,Own It Now,2,Garden Homes,42.441694,-83.145319,"location
(42.441694, -83.145319)"
8893 American,16024381.,1100.00,11/14/2017,Closed,Selected,Homebuyer,,6,Midwest,42.36058,-83.144277,"location
(42.36058, -83.144277)"
8339 American,16024422.,1000.00,09/21/2017,Closed,Selected,Homebuyer,Own It Now,6,Midwest,42.356077,-83.144455,"location
(42.356077, -83.144455)"
4910 Elmhurst,14004178.001,2000.00,09/29/2017,Closed,Selected,Investor,Own It Now,7,Nardin Park,42.377173,-83.135528,"location
(42.377173, -83.135528)"
2503 Helen,15009804.,1700.00,02/01/2018,Closed,Selected,,Own It Now,5,Islandview,42.358481,-83.011256,"location
(42.358481, -83.011256)"
20214 Concord,15011247.,2800.00,07/11/2017,Closed,Selected,Homebuyer,Own It Now,3,Sherwood,42.445128,-83.032875,"location
(42.445128, -83.032875)"
15730 Woodingham,16028310.,1400.00,07/20/2017,Closed,Selected,Homebuyer,Own It Now,2,Fitzgerald/Marygrove,42.406743,-83.149318,"location
(42.406743, -83.149318)"
3820 Clements,14005607.,1000.00,05/18/2018,Closed,Selected,,Own It Now,7,Oakman Blvd Community,42.389987,-83.133733,"location
(42.389987, -83.133733)"
7514 E Brentwood,15004809.,1200.00,05/31/2017,Closed,Selected,Investor,Own It Now,3,Grant,42.432733,-83.027109,"location
(42.432733, -83.027109)"
22511 Pembroke,22017902.,1600.00,08/18/2017,Closed,Selected,Investor,Own It Now,1,Berg-Lahser,42.436005,-83.264837,"location
(42.436005, -83.264837)"
8600 Pierson,22106202.,1500.00,06/15/2017,Closed,Selected,Investor,Own It Now,7,Warrendale,42.355691,-83.244037,"location
(42.355691, -83.244037)"
13097 Longview,21007759.,5100.00,06/27/2018,Closed,Selected,,Own It Now,4,Outer Drive-Hayes,42.409193,-82.975341,"location
(42.409193, -82.975341)"
18665 Runyon,17014763.,1700.00,03/27/2018,Closed,Selected,,Own It Now,3,Von Steuben,42.43175,-83.007426,"location
(42.43175, -83.007426)"
8883 Auburn,22092850.,1100.00,03/15/2017,Closed,Selected,Investor,Own It Now,7,Franklin Park,42.358854,-83.233893,"location
(42.358854, -83.233893)"
17129 Winston,22124129.,100.00,10/12/2017,Closed,Selected,Demolish,Own It Now,1,The Eye,42.414794,-83.284096,"location
(42.414794, -83.284096)"
9124 Beaconsfield,21065757.,1000.00,01/25/2018,Closed,Selected,Investor,Own It Now,4,Outer Drive-Hayes,42.408586,-82.955362,"location
(42.408586, -82.955362)"
9967 Beaconsfield,21066163.,1000.00,06/08/2017,Closed,Selected,Homebuyer,Own It Now,4,Outer Drive-Hayes,42.411857,-82.954905,"location
(42.411857, -82.954905)"
8538 Sussex,22045897.,1600.00,12/15/2017,Closed,Selected,Investor,Own It Now,7,Fiskhorn,42.356472,-83.193387,"location
(42.356472, -83.193387)"
9640 Forrer,22053725.,1000.00,10/25/2017,Closed,Selected,Homebuyer,Own It Now,7,Joy Community,42.367345,-83.200624,"location
(42.367345, -83.200624)"
14618 Prest,22048584.,1500.00,10/30/2017,Closed,Selected,Homebuyer,Own It Now,1,Hubbell-Lyndon,42.396087,-83.196932,"location
(42.396087, -83.196932)"
11335 Prest,22049299.,1100.00,09/07/2017,Closed,Selected,Homebuyer,Own It Now,7,Plymouth-Hubbell,42.370781,-83.196679,"location
(42.370781, -83.196679)"
15110 Winthrop,22051846.,4000.00,03/13/2018,Closed,Selected,Homebuyer,Own It Now,1,Grand River-St Marys,42.400893,-83.199736,"location
(42.400893, -83.199736)"
15503 Spring Garden,21017369.,1500.00,05/31/2018,Closed,Selected,,Own It Now,4,Mapleridge,42.428504,-82.960815,"location
(42.428504, -82.960815)"
14837 Bentler,22110981.,1000.00,11/16/2017,Closed,Selected,Investor,Own It Now,1,Brightmoor,42.396083,-83.252131,"location
(42.396083, -83.252131)"
12631 Wilshire,21008600.,1700.00,04/09/2018,Closed,Selected,Homebuyer,Own It Now,4,Wade,42.409455,-82.981417,"location
(42.409455, -82.981417)"
16087 Rossini Drive,21025047.,1100.00,11/29/2017,Closed,Selected,Demolish,Own It Now,3,Regent Park,42.444137,-82.954216,"location
(42.444137, -82.954216)"
16901 Burgess,22112268.,1300.00,02/16/2018,Closed,Selected,Investor,,1,Miller Grove,42.414129,-83.255351,"location
(42.414129, -83.255351)"
16835 Greydale,22112907.,1000.00,02/07/2018,Closed,Selected,Investor,Own It Now,1,Miller Grove,42.413138,-83.256493,"location
(42.413138, -83.256493)"
9263 Patton,22104778-9,1500.00,04/04/2018,Closed,Selected,,Own It Now,7,Franklin Park,42.362352,-83.242483,"location
(42.362352, -83.242483)"
9165 Haverhill,21070176.,1200.00,07/12/2018,Closed,Selected,,Own It Now,4,Outer Drive-Hayes,42.410182,-82.949849,"location
(42.410182, -82.949849)"
9151 Haverhill,21070178.,3000.00,06/19/2018,Closed,Selected,,Own It Now,4,Outer Drive-Hayes,42.410207,-82.949538,"location
(42.410207, -82.949538)"
12730 Kilbourne,21009955.,1500.00,03/13/2018,Closed,Selected,Homebuyer,Own It Now,4,Eden Gardens,42.412878,-82.98233,"location
(42.412878, -82.98233)"
4440 Wayburn,21063413.,1900.00,05/02/2018,Closed,Selected,,Own It Now,4,Morningside,42.39452,-82.951088,"location
(42.39452, -82.951088)"
10390 Britain,21074820.,1100.00,03/22/2018,Closed,Selected,,Own It Now,4,Yorkshire Woods,42.420301,-82.942136,"location
(42.420301, -82.942136)"
14354 Lauder,22041854.,1000.00,07/12/2018,Closed,Selected,,Own It Now,1,Hubbell-Lyndon,42.393121,-83.190271,"location
(42.393121, -83.190271)"
14558 Lauder,22041876.,2000.00,07/19/2017,Closed,Selected,Investor,Own It Now,1,Hubbell-Lyndon,42.395378,-83.190349,"location
(42.395378, -83.190349)"
14579 Lauder,22042444.,1000.00,12/12/2017,Closed,Selected,Homebuyer,Own It Now,1,Hubbell-Lyndon,42.39565,-83.190916,"location
(42.39565, -83.190916)"
8061 St Marys,22059409.,1000.00,03/23/2018,Closed,Selected,Investor,Own It Now,7,Warren Ave Community,42.351711,-83.204328,"location
(42.351711, -83.204328)"
12811 Terry,22043170.,1000.00,07/10/2018,Closed,Selected,,Own It Now,1,Schoolcraft Southfield,42.382558,-83.191593,"location
(42.382558, -83.191593)"
8519 Terry,22043319.,1700.00,08/29/2017,Closed,Selected,Homebuyer,Own It Now,7,Fiskhorn,42.356231,-83.190789,"location
(42.356231, -83.190789)"
12640 Coyle,22044795.,3000.00,02/23/2018,Closed,Selected,,Own It Now,1,Schoolcraft Southfield,42.380626,-83.193134,"location
(42.380626, -83.193134)"
9206 Plainview,22093741.,1000.00,05/31/2018,Closed,Selected,,Own It Now,7,Franklin Park,42.361353,-83.234423,"location
(42.361353, -83.234423)"
14041 Plainview,22094528-9,1000.00,11/30/2017,Closed,Selected,Homebuyer,Own It Now,1,Westwood Park,42.388316,-83.236059,"location
(42.388316, -83.236059)"
12101 Plainview,22094564.,2500.00,02/09/2018,Closed,Selected,Homebuyer,Own It Now,7,Weatherby,42.375566,-83.235475,"location
(42.375566, -83.235475)"
9285 Manor,18018402-3,1000.00,11/16/2017,Closed,Selected,Homebuyer,Own It Now,7,Barton-McFarland,42.363683,-83.167013,"location
(42.363683, -83.167013)"
8825 Manor,18018448.,2400.00,09/15/2017,Closed,Selected,Homebuyer,Own It Now,7,Barton-McFarland,42.359225,-83.166889,"location
(42.359225, -83.166889)"
13984 Evergreen,22095507-8,1200.00,09/27/2017,Closed,Selected,Homebuyer,Own It Now,1,Westwood Park,42.387551,-83.236501,"location
(42.387551, -83.236501)"
19264 Houghton,22115376.,1500.00,12/07/2017,Closed,Selected,Homebuyer,Own It Now,1,Berg-Lahser,42.431514,-83.260585,"location
(42.431514, -83.260585)"
13666 Thornton,22006316.,1000.00,05/16/2018,Closed,Selected,,Own It Now,7,Paveway,42.374867,-83.179495,"location
(42.374867, -83.179495)"
13154 Foley,22006560.,1000.00,04/03/2018,Closed,Selected,,Own It Now,7,Pride Area Community,42.379807,-83.17444,"location
(42.379807, -83.17444)"
13553 Westwood,22090021-2,1100.00,12/14/2017,Closed,Selected,Homebuyer,Own It Now,1,Schoolcraft Southfield,42.384835,-83.232289,"location
(42.384835, -83.232289)"
14179 Minock,22091296.,1700.00,06/16/2017,Closed,Selected,Homebuyer,Own It Now,1,Westwood Park,42.389877,-83.233717,"location
(42.389877, -83.233717)"
5910 Chalmers,21055461.,1000.00,06/22/2017,Closed,Selected,Homebuyer,Own It Now,4,Chandler Park-Chalmers,42.402388,-82.962837,"location
(42.402388, -82.962837)"
5317 Chalmers,21055958.,2200.00,07/13/2017,Closed,Selected,Homebuyer,Own It Now,4,Chandler Park-Chalmers,42.398496,-82.961284,"location
(42.398496, -82.961284)"
2130 Liddesdale,20013580.,4000.00,08/01/2017,Closed,Selected,Homebuyer,Own It Now,6,Boynton,42.272594,-83.154538,"location
(42.272594, -83.154538)"
1634 Liebold,20014265.008,1100.00,08/30/2017,Closed,Selected,Investor,Own It Now,6,Boynton,42.276862,-83.151664,"location
(42.276862, -83.151664)"
19020 Pierson,22106676.,1100.00,06/27/2017,Closed,Selected,Homebuyer,Non-DLBA Owned Demo,1,Holcomb Community,42.428643,-83.247128,"location
(42.428643, -83.247128)"
18680 Alcoy,21015633.008,1000.00,06/01/2017,Closed,Selected,Homebuyer,Own It Now,3,Franklin,42.432407,-82.988348,"location
(42.432407, -82.988348)"
13589 Griggs,16041733.,1100.00,12/06/2017,Closed,Selected,Homebuyer,Own It Now,7,Northwest Community,42.387286,-83.162479,"location
(42.387286, -83.162479)"
15055 Sorrento,22024159.,1100.00,06/29/2018,Closed,Selected,,Own It Now,2,Bethune Community,42.400753,-83.172752,"location
(42.400753, -83.172752)"
4232 Neff,21076144.002L,2300.00,04/16/2018,Closed,Selected,Homebuyer,Own It Now,4,Cornerstone Village,42.40223,-82.920887,"location
(42.40223, -82.920887)"
19179 Oakfield,22069573.,1000.00,07/19/2018,Closed,Selected,,Own It Now,2,Greenfield,42.431296,-83.215385,"location
(42.431296, -83.215385)"
11387 Evergreen,22096715-6,1000.00,05/18/2018,Closed,Selected,,Own It Now,7,Franklin Park,42.370822,-83.236635,"location
(42.370822, -83.236635)"
20263 Veach,17016563.,2500.00,04/23/2018,Closed,Selected,,Own It Now,3,Conner Creek,42.446044,-83.02172,"location
(42.446044, -83.02172)"
9020 Vaughan,22097446.,1500.00,02/13/2018,Closed,Selected,,Own It Now,7,Franklin Park,42.359702,-83.236867,"location
(42.359702, -83.236867)"
9250 Vaughan,22097472.,1700.00,01/26/2018,Closed,Selected,,Own It Now,7,Franklin Park,42.362263,-83.236866,"location
(42.362263, -83.236866)"
15384 Snowden,22027763.,1000.00,09/27/2017,Closed,Selected,Homebuyer,Own It Now,2,Bethune Community,42.403622,-83.176719,"location
(42.403622, -83.176719)"
6014 Eastlawn,21053120.,1000.00,02/13/2018,Closed,Selected,,Own It Now,4,Chandler Park,42.402477,-82.967018,"location
(42.402477, -82.967018)"
9261 Vaughan,22098517.,1100.00,05/25/2017,Closed,Selected,Homebuyer,Own It Now,7,Franklin Park,42.362411,-83.237586,"location
(42.362411, -83.237586)"
15111 Tracey,22031902-3,2000.00,04/13/2018,Closed,Selected,,Own It Now,2,Bethune Community,42.401519,-83.180475,"location
(42.401519, -83.180475)"
8221 Stout,22102103.,1000.00,03/16/2018,Closed,Selected,Homebuyer,Own It Now,7,Warrendale,42.352417,-83.239771,"location
(42.352417, -83.239771)"
8115 Stout,22102106.,1500.00,12/05/2017,Closed,Selected,Homebuyer,Own It Now,7,Warrendale,42.351954,-83.239754,"location
(42.351954, -83.239754)"
19326 Patton,22104177.,2600.00,12/05/2017,Closed,Selected,,Own It Now,1,Evergreen Lahser 7/8,42.431888,-83.244978,"location
(42.431888, -83.244978)"
19209 Patton,22104305.,1000.00,10/03/2017,Closed,Selected,Homebuyer,Own It Now,1,Evergreen Lahser 7/8,42.431066,-83.245517,"location
(42.431066, -83.245517)"
17364 Asbury Park,22061488-9,2000.00,06/14/2017,Closed,Selected,Investor,Own It Now,2,College Park,42.41852,-83.208772,"location
(42.41852, -83.208772)"
19751 Ferguson,22063582.,1000.00,10/05/2017,Closed,Selected,Homebuyer,Own It Now,2,Greenfield,42.436368,-83.211205,"location
(42.436368, -83.211205)"
10373 Cedarlawn,18006565.,2600.00,11/16/2017,Closed,Selected,Investor,Own It Now,7,Barton-McFarland,42.372394,-83.16339,"location
(42.372394, -83.16339)"
8510 Greenlawn,18013998.,1000.00,03/29/2017,Closed,Selected,Homebuyer,Own It Now,6,Barton-McFarland,42.356957,-83.148642,"location
(42.356957, -83.148642)"
9374 Northlawn,18014668.,5300.00,10/25/2017,Closed,Selected,Homebuyer,Own It Now,7,Barton-McFarland,42.364754,-83.151791,"location
(42.364754, -83.151791)"
9208 Trinity,22108329.,1200.00,07/05/2017,Closed,Selected,Homebuyer,Own It Now,7,Franklin Park,42.361178,-83.246627,"location
(42.361178, -83.246627)"
18456 Trinity,22108627.001,1000.00,02/16/2018,Closed,Selected,Homebuyer,Own It Now,1,Holcomb Community,42.425112,-83.249185,"location
(42.425112, -83.249185)"
19001 Trinity,22108657.,1100.00,06/25/2018,Closed,Selected,,Own It Now,1,Holcomb Community,42.427941,-83.250315,"location
(42.427941, -83.250315)"
13975 Blackstone,22109489.,1000.00,05/10/2018,Closed,Selected,,Own It Now,1,Brightmoor,42.387178,-83.249175,"location
(42.387178, -83.249175)"
5301 Buckingham,21069817.,4080.00,08/30/2017,Closed,Selected,Investor,Own It Now,4,Morningside,42.403813,-82.946042,"location
(42.403813, -82.946042)"
14616 ILENE,16040153.,1100.00,05/25/2018,Closed,Selected,,Own It Now,7,Bethune Community,42.396914,-83.161218,"location
(42.396914, -83.161218)"
15341 Ohio,16034318.,1000.00,02/02/2018,Closed,Selected,Investor,Own It Now,2,Fitzgerald/Marygrove,42.403215,-83.155633,"location
(42.403215, -83.155633)"
14854 Southfield,22073296.,1900.00,06/15/2017,Closed,Selected,Investor,Own It Now,1,Grandmont,42.397052,-83.217488,"location
(42.397052, -83.217488)"
19187 Rosemont,22076825.,1800.00,12/01/2017,Closed,Selected,Homebuyer,Own It Now,1,O'Hair Park,42.431255,-83.22215,"location
(42.431255, -83.22215)"
15099 Monte Vista,16045070.,1500.00,08/11/2017,Closed,Selected,Homebuyer,Own It Now,2,Bethune Community,42.401499,-83.167514,"location
(42.401499, -83.167514)"
14174 Manor,16045292.,1000.00,06/20/2018,Closed,Selected,,Own It Now,7,Northwest Community,42.391249,-83.167474,"location
(42.391249, -83.167474)"
15058 Manor,16045316.,1500.00,04/12/2017,Closed,Selected,Homebuyer,Own It Now,2,Bethune Community,42.400973,-83.167947,"location
(42.400973, -83.167947)"
9409 Cheyenne,22026365.,1300.00,10/13/2017,Closed,Selected,Investor,Own It Now,7,Barton-McFarland,42.365277,-83.174359,"location
(42.365277, -83.174359)"
9654 Littlefield,22026579.,1400.00,10/03/2017,Closed,Selected,Homebuyer,Own It Now,7,Barton-McFarland,42.368074,-83.175027,"location
(42.368074, -83.175027)"
15802 Littlefield,22026829.,1100.00,01/09/2018,Closed,Selected,,Own It Now,2,Bethune Community,42.407736,-83.175821,"location
(42.407736, -83.175821)"
15053 Littlefield,22027318.,1000.00,11/15/2017,Closed,Selected,Investor,Own It Now,2,Bethune Community,42.400749,-83.17614,"location
(42.400749, -83.17614)"
5943 Elmer,20008842.,3100.00,06/14/2018,Closed,Selected,,Own It Now,6,Claytown,42.337404,-83.146991,"location
(42.337404, -83.146991)"
1024 Ethel,20012127.,2600.00,08/18/2017,Closed,Selected,Investor,Own It Now,6,Boynton,42.279922,-83.142559,"location
(42.279922, -83.142559)"
3587 Annabelle,20013027-8,1400.00,06/27/2018,Closed,Selected,,Own It Now,6,Boynton,42.25993,-83.16262,"location
(42.25993, -83.16262)"
12707 Littlefield,22027408.,2500.00,10/09/2017,Closed,Selected,Homebuyer,Own It Now,7,Pride Area Community,42.381916,-83.175991,"location
(42.381916, -83.175991)"
12115 Littlefield,22027439.,1100.00,06/20/2018,Closed,Selected,,Own It Now,7,Pride Area Community,42.377111,-83.176046,"location
(42.377111, -83.176046)"
18477 Greenview,22080226.,4400.00,03/08/2018,Closed,Selected,,Own It Now,1,Evergreen-Outer Drive,42.425941,-83.225598,"location
(42.425941, -83.225598)"
9340 Mansfield,22057011.032,2000.00,12/14/2017,Closed,Selected,Investor,Own It Now,7,Joy Community,42.364055,-83.203371,"location
(42.364055, -83.203371)"
9003 Archdale,22072132.,1440.00,10/12/2017,Closed,Selected,Homebuyer,Own It Now,7,Joy Community,42.359761,-83.215616,"location
(42.359761, -83.215616)"
8212 Stahelin,22082853-4,1000.00,04/06/2018,Closed,Selected,,Own It Now,7,Warrendale,42.352538,-83.224328,"location
(42.352538, -83.224328)"
5782 Chatsworth,21068967.,4700.00,01/25/2018,Closed,Selected,,Own It Now,4,Morningside,42.406524,-82.949434,"location
(42.406524, -82.949434)"
9910 Mark Twain,22036543.,2900.00,12/08/2017,Closed,Selected,Homebuyer,Own It Now,7,Plymouth-Hubbell,42.368368,-83.184783,"location
(42.368368, -83.184783)"
13558 Ashton,22074951.,1100.00,09/06/2017,Closed,Selected,Investor,Own It Now,1,Schoolcraft Southfield,42.385257,-83.218202,"location
(42.385257, -83.218202)"
415 Smith,01002234.,1700.00,06/10/2016,Closed,Selected,Homebuyer,Own It Now,5,North End,42.375235,-83.070418,"location
(42.375235, -83.070418)"
19423 Moenart,13015905.,1000.00,09/26/2017,Closed,Selected,Homebuyer,Own It Now,3,Farwell,42.437715,-83.050727,"location
(42.437715, -83.050727)"
4734 Buena Vista,14005176.,1600.00,05/03/2017,Closed,Selected,Homebuyer,Own It Now,7,Russell Woods,42.384533,-83.138598,"location
(42.384533, -83.138598)"
14121 Montrose,22053215.,4000.00,09/09/2016,Closed,Selected,Homebuyer,Own It Now,1,Greenfield-Grand River,42.389677,-83.200627,"location
(42.389677, -83.200627)"
4268 Cortland,14004612.,1300.00,04/12/2018,Closed,Selected,Homebuyer,Own It Now,7,Russell Woods,42.381609,-83.132564,"location
(42.381609, -83.132564)"
4835 Cortland,14004558.,1000.00,05/22/2018,Closed,Selected,Investor,Own It Now,7,Russell Woods,42.379381,-83.13714,"location
(42.379381, -83.13714)"
4317 Glendale,14005045.,3000.00,08/17/2017,Closed,Selected,Homebuyer,Own It Now,7,Russell Woods,42.384207,-83.135324,"location
(42.384207, -83.135324)"
3814 Vicksburg,14002716.,3000.00,03/05/2018,Closed,Selected,,Own It Now,5,Petoskey-Otsego,42.361926,-83.114619,"location
(42.361926, -83.114619)"
1982 Taylor,08002628.,1400.00,06/20/2017,Closed,Selected,Investor,Own It Now,5,North LaSalle,42.375254,-83.100595,"location
(42.375254, -83.100595)"
7802 Senator,20004065.,16960.00,02/28/2018,Closed,Selected,,Own It Now,6,Springwells,42.310771,-83.125275,"location
(42.310771, -83.125275)"
16211 Manning,21023427.,2200.00,05/11/2018,Closed,Selected,,Own It Now,3,Regent Park,42.441292,-82.953204,"location
(42.441292, -82.953204)"
11624 Faust,22078582.,3300.00,10/04/2017,Closed,Selected,Homebuyer,Own It Now,7,Southfield Plymouth,42.372693,-83.221333,"location
(42.372693, -83.221333)"
18621 Littlefield,22027135.,1000.00,08/31/2016,Closed,Selected,Homebuyer,Own It Now,2,Schulze,42.427892,-83.177143,"location
(42.427892, -83.177143)"
4294 Waverly,14005409.,1000.00,05/02/2018,Closed,Selected,Homebuyer,Own It Now,7,Russell Woods,42.386953,-83.136762,"location
(42.386953, -83.136762)"
2238 Sheridan,17012685.,1000.00,09/27/2016,Closed,Selected,Homebuyer,Own It Now,5,Islandview,42.358457,-83.005661,"location
(42.358457, -83.005661)"
631 Trowbridge,03002777.,1100.00,05/25/2017,Closed,Selected,Homebuyer,Own It Now,5,Gateway Community,42.392749,-83.078051,"location
(42.392749, -83.078051)"
18148 Kentfield,22100339.,1000.00,11/14/2017,Closed,Selected,Homebuyer,Own It Now,1,Holcomb Community,42.422359,-83.241175,"location
(42.422359, -83.241175)"
11764 Duchess,21057750.,1100.00,06/08/2018,Closed,Selected,,Own It Now,4,Denby,42.422388,-82.957774,"location
(42.422388, -82.957774)"
19356 Lamont,13017414.,1000.00,10/04/2017,Closed,Selected,Homebuyer,Own It Now,3,Farwell,42.436713,-83.054716,"location
(42.436713, -83.054716)"
18031 Maine,09012646.,3000.00,06/28/2018,Closed,Selected,,Own It Now,3,Northeast Central District,42.426246,-83.07604,"location
(42.426246, -83.07604)"
19644 Syracuse,13013726.,1000.00,06/19/2018,Closed,Selected,,Own It Now,3,Farwell,42.439105,-83.045861,"location
(42.439105, -83.045861)"
18120 Goddard,09014034-5,3300.00,06/28/2017,Closed,Selected,Homebuyer,Own It Now,3,Northeast Central District,42.427538,-83.077736,"location
(42.427538, -83.077736)"
19214 Ryan,13020586.,1000.00,11/15/2017,Closed,Selected,Homebuyer,Own It Now,3,Farwell,42.43482,-83.062901,"location
(42.43482, -83.062901)"
19720 Hamburg,21033814.,1000.00,05/30/2018,Closed,Selected,,Own It Now,3,Pulaski,42.440623,-82.997152,"location
(42.440623, -82.997152)"
5616 St Lawrence,20009094.,20100.00,01/31/2017,Closed,Selected,Homebuyer,Own It Now,6,Claytown,42.334147,-83.145131,"location
(42.334147, -83.145131)"
604 Conner,21045987-8,1300.00,02/16/2017,Closed,Selected,Homebuyer,Own It Now,4,Jefferson Chalmers,42.363706,-82.954582,"location
(42.363706, -82.954582)"
19436 Murray Hill,22060204.,1500.00,10/18/2017,Closed,Selected,Homebuyer,Own It Now,2,Greenfield,42.434507,-83.208203,"location
(42.434507, -83.208203)"
20471 Santa Barbara,16027735.,1000.00,04/10/2018,Closed,Selected,,Own It Now,2,Garden Homes,42.444568,-83.149719,"location
(42.444568, -83.149719)"
5101 Chatsworth,21069018.,3200.00,11/14/2017,Closed,Selected,Homebuyer,Own It Now,4,Morningside,42.401494,-82.946849,"location
(42.401494, -82.946849)"
19656 Dean,13020098.,1100.00,06/15/2018,Closed,Selected,,Own It Now,3,Farwell,42.43895,-83.062124,"location
(42.43895, -83.062124)"
19361 Mitchell,13023963-4,1700.00,08/11/2017,Closed,Selected,Homebuyer,Own It Now,3,Pershing,42.436416,-83.072675,"location
(42.436416, -83.072675)"
19810 Winthrop,22052055.002L,1500.00,06/16/2017,Closed,Selected,Investor,,2,Greenfield,42.437439,-83.201164,"location
(42.437439, -83.201164)"
