Address,Parcel ID,Final Sale Price,Closing Date,Sale Status,Buyer Status,Purchaser Type,Program,Council District,Neighborhood,Latitude,Longitude,Location
19157 Albany St,13013497-8,115.00,11/27/2017,Closed,Selected,Demo,Non-DLBA Owned Demo,3,Farwell,42.434401,-83.045251,"location
(42.434401, -83.045251)"
18821 Albany St,13013513.,1000.00,04/30/2018,Closed,Selected,Homebuyer,Own It Now,3,Krainz Woods,42.432015,-83.045172,"location
(42.432015, -83.045172)"
3000 Montgomery,12001670.,1000.00,08/17/2017,Closed,Selected,Homebuyer,Own It Now,5,Wildemere Park,42.363529,-83.107902,"location
(42.363529, -83.107902)"
3291 Vicksburg,12001720.,1000.00,07/26/2017,Closed,Selected,Homebuyer,Own It Now,5,Wildemere Park,42.362882,-83.110636,"location
(42.362882, -83.110636)"
2995 Montgomery,12001605.,1200.00,05/06/2016,Closed,Selected,Homebuyer,Own It Now,5,Wildemere Park,42.363167,-83.107514,"location
(42.363167, -83.107514)"
3214 Montgomery,12001661.,1000.00,09/20/2017,Closed,Selected,Homebuyer,Own It Now,5,Wildemere Park,42.36306,-83.109151,"location
(42.36306, -83.109151)"
18526 Hawthorne,09021519.,1600.00,03/13/2018,Closed,Selected,Homebuyer,Own It Now,3,Hawthorne Park,42.428389,-83.092124,"location
(42.428389, -83.092124)"
18600 Moenart,13015694.,1100.00,07/07/2017,Closed,Selected,Homebuyer,Own It Now,3,Krainz Woods,42.42996,-83.049805,"location
(42.42996, -83.049805)"
2210 Gladstone,10002111.,1100.00,03/31/2017,Closed,Selected,Homebuyer,Own It Now,5,North LaSalle,42.372803,-83.101779,"location
(42.372803, -83.101779)"
2541 Monterey,10003396.,1000.00,06/16/2016,Closed,Selected,Investor,Own It Now,5,Dexter-Linwood,42.38537,-83.115617,"location
(42.38537, -83.115617)"
247 W Hollywood,01006650.,1100.00,11/30/2016,Closed,Selected,Homebuyer,Own It Now,2,Grixdale Farms,42.430384,-83.107003,"location
(42.430384, -83.107003)"
2977 Clairmount,12002586.,1200.00,06/19/2018,Closed,Selected,,Own It Now,5,Jamison,42.3711,-83.11238,"location
(42.3711, -83.11238)"
3321 Clairmount,12002615.,1200.00,10/12/2017,Closed,Selected,Homebuyer,Own It Now,5,Jamison,42.369767,-83.115911,"location
(42.369767, -83.115911)"
3000 Clairmount,12002649.,1400.00,10/10/2017,Closed,Selected,Homebuyer,Own It Now,5,Jamison,42.371288,-83.11309,"location
(42.371288, -83.11309)"
2057 Mclean,09005740.,1000.00,04/19/2016,Closed,Selected,Investor,Own It Now,3,Campau/Banglatown,42.406877,-83.072284,"location
(42.406877, -83.072284)"
2093 Burnside,09005480.,1000.00,11/30/2016,Closed,Selected,Homebuyer,Own It Now,3,Campau/Banglatown,42.405813,-83.070812,"location
(42.405813, -83.070812)"
19126 Ryan,13020571-2,1000.00,03/29/2017,Closed,Selected,Investor,Own It Now,3,Farwell,42.433614,-83.062828,"location
(42.433614, -83.062828)"
14342 Evergreen,22095576.,1000.00,07/08/2016,Closed,Selected,Homebuyer,Own It Now,1,Westwood Park,42.391749,-83.236669,"location
(42.391749, -83.236669)"
2438 Burnside,09005407.,2200.00,09/19/2017,Closed,Selected,Homebuyer,Own It Now,3,Campau/Banglatown,42.406082,-83.068825,"location
(42.406082, -83.068825)"
2075 Mclean,09005743.,1000.00,07/14/2017,Closed,Selected,Homebuyer,,3,Campau/Banglatown,42.406997,-83.071962,"location
(42.406997, -83.071962)"
7530 Chalfonte,16006205.,2100.00,08/29/2016,Closed,Selected,Homebuyer,Own It Now,7,Chalfonte,42.400593,-83.146483,"location
(42.400593, -83.146483)"
18102 Russell,09020628.,2500.00,01/19/2018,Closed,Selected,,Own It Now,3,Hawthorne Park,42.426519,-83.089575,"location
(42.426519, -83.089575)"
18508 Russell,09020647.,1400.00,03/23/2018,Closed,Selected,Investor,Own It Now,3,Hawthorne Park,42.428219,-83.089664,"location
(42.428219, -83.089664)"
8221 Dexter,14006362.,1000.00,08/15/2016,Closed,Selected,Homebuyer,Own It Now,5,Petoskey-Otsego,42.362677,-83.113005,"location
(42.362677, -83.113005)"
7439 Dexter,14006396.,2500.00,09/28/2017,Closed,Selected,Homebuyer,,5,Petoskey-Otsego,42.358532,-83.110224,"location
(42.358532, -83.110224)"
18632 Anglin,09012039.,1100.00,02/09/2018,Closed,Selected,Homebuyer,Own It Now,3,Northeast Central District,42.43017,-83.074602,"location
(42.43017, -83.074602)"
19416 Lamont,13017425.,1000.00,11/28/2017,Closed,Selected,Investor,Own It Now,3,Farwell,42.437536,-83.054762,"location
(42.437536, -83.054762)"
19666 Lamont,13017443.,1000.00,08/22/2017,Closed,Selected,Investor,Own It Now,3,Farwell,42.43921,-83.054858,"location
(42.43921, -83.054858)"
18931 Maine,09012579.,1000.00,02/10/2017,Closed,Selected,Homebuyer,Own It Now,3,Northeast Central District,42.432325,-83.076256,"location
(42.432325, -83.076256)"
18851 Maine,09012592.,1200.00,05/25/2017,Closed,Selected,Investor,Own It Now,3,Northeast Central District,42.431226,-83.076222,"location
(42.431226, -83.076222)"
3027 Northwestern,12001277.,1100.00,03/15/2017,Closed,Selected,Investor,,5,Wildemere Park,42.360066,-83.106132,"location
(42.360066, -83.106132)"
7514 Varjo,15004166.,1000.00,06/22/2016,Closed,Selected,Homebuyer,,3,Grant,42.425676,-83.025904,"location
(42.425676, -83.025904)"
17911 Binder,13021441.,1700.00,01/26/2017,Closed,Selected,Homebuyer,Own It Now,3,Davison,42.425603,-83.063958,"location
(42.425603, -83.063958)"
19303 Wexford,13021722.,1000.00,02/28/2018,Closed,Selected,Investor,Own It Now,3,Pershing,42.43577,-83.065551,"location
(42.43577, -83.065551)"
17800 Yonka,13021811.,1000.00,03/09/2017,Closed,Selected,Homebuyer,Own It Now,3,Davison,42.424074,-83.065353,"location
(42.424074, -83.065353)"
17920 Mcdougall,09010539-40,1200.00,06/15/2018,Closed,Selected,,Own It Now,3,Cadillac Heights,42.425131,-83.070785,"location
(42.425131, -83.070785)"
18888 Marx,09017216.,1100.00,05/05/2017,Canceled,Selected,Homebuyer,Own It Now,3,Northeast Central District,42.431732,-83.083679,"location
(42.431732, -83.083679)"
1690 Cortland,06003411.,1600.00,07/18/2017,Closed,Selected,Investor,,5,Dexter-Linwood,42.390707,-83.108484,"location
(42.390707, -83.108484)"
3771 Gladstone,14003165.,1000.00,10/05/2016,Closed,Selected,Homebuyer,Own It Now,5,Petoskey-Otsego,42.366762,-83.11704,"location
(42.366762, -83.11704)"
1677 Glendale,06003639.,1100.00,02/09/2017,Closed,Selected,Homebuyer,,5,Dexter-Linwood,42.393522,-83.110193,"location
(42.393522, -83.110193)"
18858 Goddard,09014077-8,1400.00,11/16/2015,Closed,Selected,Homebuyer,Own It Now,3,Northeast Central District,42.431365,-83.077878,"location
(42.431365, -83.077878)"
9116 Quincy,14006666.,1100.00,04/18/2018,Closed,Selected,,Own It Now,5,Petoskey-Otsego,42.368302,-83.121007,"location
(42.368302, -83.121007)"
9330 Wildemere,12005677.,1000.00,06/01/2017,Closed,Selected,Homebuyer,Own It Now,5,Dexter-Linwood,42.372996,-83.11567,"location
(42.372996, -83.11567)"
9394 Wildemere,12005685.,1000.00,08/25/2016,Closed,Selected,Investor,,5,Dexter-Linwood,42.373768,-83.116194,"location
(42.373768, -83.116194)"
13432 Buffalo,13014641.,8100.00,05/31/2018,Closed,Selected,,Own It Now,3,Davison,42.415901,-83.047362,"location
(42.415901, -83.047362)"
13438 Buffalo,13014642.,10200.00,06/26/2018,Closed,Selected,,Own It Now,3,Davison,42.415984,-83.047364,"location
(42.415984, -83.047364)"
13716 Buffalo,13014657.,1100.00,02/14/2017,Closed,Selected,Homebuyer,Own It Now,3,Davison,42.417422,-83.0474,"location
(42.417422, -83.0474)"
18412 Buffalo,13014706.,1100.00,11/10/2017,Closed,Selected,,Own It Now,3,Krainz Woods,42.428273,-83.047625,"location
(42.428273, -83.047625)"
2683 Webb,10003207.,1000.00,01/12/2017,Closed,Selected,Homebuyer,Own It Now,5,Dexter-Linwood,42.382058,-83.116407,"location
(42.382058, -83.116407)"
5727 Vinewood,14008978.,1100.00,08/04/2017,Closed,Selected,Investor,Own It Now,5,Midwest,42.34947,-83.109113,"location
(42.34947, -83.109113)"
13455 Gable,13012725.,1200.00,04/11/2018,Closed,Selected,,Own It Now,3,Davison,42.416297,-83.042083,"location
(42.416297, -83.042083)"
9922 HOLMUR,14006523.,1000.00,09/27/2017,Closed,Selected,Homebuyer,Own It Now,5,Nardin Park,42.374343,-83.123455,"location
(42.374343, -83.123455)"
14330 Minock,22090806.,1000.00,03/15/2018,Closed,Selected,,Own It Now,1,Westwood Park,42.391644,-83.233102,"location
(42.391644, -83.233102)"
5932 Stanton,10006805.,1200.00,04/25/2017,Closed,Selected,Homebuyer,Own It Now,5,NW Goldberg,42.356292,-83.094328,"location
(42.356292, -83.094328)"
10389 Cedarlawn,18006566.,1000.00,12/16/2016,Closed,Selected,Homebuyer,Own It Now,7,Barton-McFarland,42.37239,-83.163554,"location
(42.37239, -83.163554)"
12710 Wilshire,21008404.,1000.00,04/03/2017,Closed,Selected,Homebuyer,Own It Now,4,Wade,42.409148,-82.980375,"location
(42.409148, -82.980375)"
12104 Wilshire,21008445.,1000.00,11/17/2017,Closed,Selected,Homebuyer,Own It Now,4,Wade,42.406802,-82.987143,"location
(42.406802, -82.987143)"
11726 Wilshire,21008476.,1400.00,01/05/2018,Closed,Selected,Investor,Own It Now,4,Wade,42.405285,-82.991471,"location
(42.405285, -82.991471)"
3465 Harding,21039811.,1500.00,10/11/2017,Closed,Selected,Homebuyer,Own It Now,5,East Village,42.374426,-82.984656,"location
(42.374426, -82.984656)"
7121 Sarena,18003861.,2300.00,10/31/2017,Closed,Selected,Homebuyer,Own It Now,6,Claytown,42.342975,-83.141315,"location
(42.342975, -83.141315)"
10031 Abington Ave,22066486.,1000.00,10/18/2017,Closed,Selected,Investor,Own It Now,7,Joy Community,42.369502,-83.211059,"location
(42.369502, -83.211059)"
8123 Navy,20003875.,4000.00,06/20/2017,Closed,Selected,Homebuyer,Own It Now,6,Springwells,42.308379,-83.127721,"location
(42.308379, -83.127721)"
19474 St Marys,22058798.,5000.00,02/07/2018,Closed,Selected,Investor,Own It Now,2,Greenfield,42.435047,-83.207186,"location
(42.435047, -83.207186)"
20010 Waltham,21032721.,1000.00,05/08/2017,Closed,Selected,Homebuyer,Own It Now,3,Conner Creek,42.444014,-82.994911,"location
(42.444014, -82.994911)"
20078 Waltham,21032729.,2000.00,10/25/2016,Closed,Selected,Homebuyer,Own It Now,3,Conner Creek,42.444922,-82.994942,"location
(42.444922, -82.994942)"
6545 Mather,18013724.,10200.00,08/17/2017,Closed,Selected,Homebuyer,Own It Now,6,Claytown,42.341369,-83.146923,"location
(42.341369, -83.146923)"
5316 Buckingham,21069741.,1400.00,06/01/2018,Closed,Selected,Investor,Own It Now,4,Morningside,42.404232,-82.945597,"location
(42.404232, -82.945597)"
5275 Buckingham,21069820.,2300.00,10/19/2016,Closed,Selected,Homebuyer,Own It Now,4,Morningside,42.403517,-82.945848,"location
(42.403517, -82.945848)"
9249 Carlin,22032138.,1000.00,01/18/2018,Closed,Selected,Investor,Own It Now,7,We Care Community,42.362943,-83.179128,"location
(42.362943, -83.179128)"
2555 Maxwell,17008664.,1000.00,11/10/2016,Closed,Selected,Investor,,5,Islandview,42.36306,-83.001122,"location
(42.36306, -83.001122)"
10060 Monica,16020967.,1000.00,07/25/2016,Closed,Selected,Homebuyer,Own It Now,7,Oakman Blvd Community,42.370702,-83.141144,"location
(42.370702, -83.141144)"
13299 Hubbell,22040117.,1300.00,08/30/2016,Closed,Selected,Homebuyer,Own It Now,1,Schoolcraft Southfield,42.385446,-83.188674,"location
(42.385446, -83.188674)"
20315 Barlow,21033273.,2500.00,05/22/2018,Closed,Selected,,Own It Now,3,Conner Creek,42.447107,-82.996919,"location
(42.447107, -82.996919)"
4854 Philip,21060266.,1000.00,08/18/2017,Closed,Selected,Homebuyer,,4,Fox Creek,42.395348,-82.95612,"location
(42.395348, -82.95612)"
5568 Philip,21060304.,1000.00,12/19/2016,Closed,Selected,Investor,Own It Now,4,Chandler Park-Chalmers,42.400556,-82.959216,"location
(42.400556, -82.959216)"
14536 Northlawn,16031732.,1000.00,01/31/2017,Closed,Selected,Homebuyer,Own It Now,7,Chalfonte,42.395872,-83.152893,"location
(42.395872, -83.152893)"
19335 Archdale,22071644.,1000.00,08/16/2017,Closed,Selected,Homebuyer,Own It Now,2,Greenfield,42.432665,-83.217622,"location
(42.432665, -83.217622)"
18955 Joann,21030845.,1000.00,06/28/2017,Closed,Selected,Investor,Own It Now,3,Von Steuben,42.43381,-82.990319,"location
(42.43381, -82.990319)"
12615 Corbett,21007014.,1100.00,04/21/2017,Closed,Selected,Homebuyer,Own It Now,4,Wade,42.405562,-82.979316,"location
(42.405562, -82.979316)"
17416 Bradford,21035019.,1700.00,12/08/2016,Closed,Selected,Investor,Own It Now,3,Von Steuben,42.425242,-83.000295,"location
(42.425242, -83.000295)"
11406 Vaughan,22097536-7,1400.00,08/05/2016,Closed,Selected,Homebuyer,Own It Now,7,Franklin Park,42.371095,-83.237092,"location
(42.371095, -83.237092)"
6102 Chopin,18012200.,1200.00,01/30/2018,Closed,Selected,,Own It Now,6,Claytown,42.342014,-83.140926,"location
(42.342014, -83.140926)"
12058 Montrose,22052990.,1000.00,11/10/2016,Closed,Selected,Homebuyer,Own It Now,7,Plymouth-I96,42.3756,-83.199732,"location
(42.3756, -83.199732)"
13372 Flanders,21011300.,1000.00,03/22/2017,Closed,Selected,Homebuyer,Own It Now,4,Eden Gardens,42.417501,-82.977759,"location
(42.417501, -82.977759)"
12151 Forrer,22054614.001,1000.00,07/07/2017,Closed,Selected,Homebuyer,Own It Now,7,Plymouth-I96,42.376802,-83.201694,"location
(42.376802, -83.201694)"
8409 Brace,22081181.,1000.00,05/20/2016,Closed,Selected,Investor,,7,Warrendale,42.354335,-83.223915,"location
(42.354335, -83.223915)"
14906 Ward,22024790.,2100.00,06/30/2017,Closed,Selected,Homebuyer,Own It Now,2,Bethune Community,42.399174,-83.173201,"location
(42.399174, -83.173201)"
17156 Braile,22105347.001,1000.00,04/07/2017,Closed,Selected,Homebuyer,,1,Holcomb Community,42.415844,-83.245647,"location
(42.415844, -83.245647)"
12551 Elmdale,21007367.,1000.00,07/12/2018,Closed,Selected,,Own It Now,4,Wade,42.406097,-82.980956,"location
(42.406097, -82.980956)"
11687 Montrose,22053314.,1000.00,04/05/2017,Closed,Selected,Homebuyer,Own It Now,7,Plymouth-I96,42.373863,-83.200368,"location
(42.373863, -83.200368)"
8143 E Grixdale,17004538.,2400.00,05/01/2018,Closed,Selected,,Own It Now,3,Mount Olivet,42.429858,-83.021273,"location
(42.429858, -83.021273)"
13231 Marlowe,22041393.,1000.00,10/11/2017,Closed,Selected,Homebuyer,Own It Now,1,Schoolcraft Southfield,42.384533,-83.189698,"location
(42.384533, -83.189698)"
8044 Prairie,16022468.,2500.00,01/11/2017,Closed,Selected,Investor,Own It Now,6,Midwest,42.352736,-83.14253,"location
(42.352736, -83.14253)"
8802 Prairie,16022478.,1000.00,07/12/2018,Closed,Selected,,Own It Now,6,Midwest,42.359388,-83.142523,"location
(42.359388, -83.142523)"
13667 Saratoga,21019133.,1000.00,10/27/2016,Closed,Selected,Homebuyer,Own It Now,3,Franklin,42.432493,-82.983635,"location
(42.432493, -82.983635)"
14189 Burt Rd,22108029-30,1200.00,01/24/2017,Closed,Selected,Homebuyer,Own It Now,1,Brightmoor,42.389769,-83.247068,"location
(42.389769, -83.247068)"
14141 Burt Rd,22108041-2,1000.00,12/06/2017,Closed,Selected,Homebuyer,Own It Now,1,Brightmoor,42.389111,-83.247046,"location
(42.389111, -83.247046)"
13270 Robson,22043584.,2500.00,12/01/2017,Closed,Selected,Homebuyer,Own It Now,1,Schoolcraft Southfield,42.385007,-83.192103,"location
(42.385007, -83.192103)"
13934 Robson,22043608.,1100.00,10/27/2017,Closed,Selected,Homebuyer,Own It Now,1,Cadillac Community,42.387841,-83.192056,"location
(42.387841, -83.192056)"
14441 Robson,22044288.,1000.00,08/08/2017,Closed,Selected,Homebuyer,Own It Now,1,Hubbell-Lyndon,42.393633,-83.192802,"location
(42.393633, -83.192802)"
5908 Gunston,21036395.,1000.00,05/09/2017,Closed,Selected,Homebuyer,Own It Now,4,Chandler Park,42.395613,-82.985691,"location
(42.395613, -82.985691)"
12064 Kilbourne,21010007.,1200.00,11/21/2017,Closed,Selected,Homebuyer,Own It Now,4,Eden Gardens,42.410161,-82.990037,"location
(42.410161, -82.990037)"
11768 Kilbourne,21010029.,1000.00,04/17/2018,Closed,Selected,Investor,Own It Now,4,Eden Gardens,42.409057,-82.993178,"location
(42.409057, -82.993178)"
12059 Kilbourne,21010058.,1000.00,06/12/2018,Closed,Selected,,Own It Now,4,Eden Gardens,42.410676,-82.990537,"location
(42.410676, -82.990537)"
19349 Prevost,22055303.,1500.00,10/27/2017,Closed,Selected,Homebuyer,Own It Now,2,Greenfield,42.433241,-83.204615,"location
(42.433241, -83.204615)"
12083 Prairie,16023417.,1000.00,10/26/2016,Closed,Selected,Homebuyer,Own It Now,7,Oakman Blvd Community,42.37731,-83.14382,"location
(42.37731, -83.14382)"
9637 Auburn,22092787.002,1200.00,05/31/2018,Closed,Selected,,Own It Now,7,Franklin Park,42.366734,-83.234036,"location
(42.366734, -83.234036)"
5050 Buckingham,21069718.,1000.00,07/11/2017,Closed,Selected,Homebuyer,Own It Now,4,Morningside,42.401795,-82.944019,"location
(42.401795, -82.944019)"
5054 Wayburn,21063445.,2000.00,09/06/2016,Closed,Selected,Homebuyer,Own It Now,4,Morningside,42.398252,-82.953834,"location
(42.398252, -82.953834)"
10026 Coyle,22044730.,1800.00,10/26/2016,Closed,Selected,Homebuyer,Own It Now,7,Plymouth-Hubbell,42.369796,-83.192763,"location
(42.369796, -83.192763)"
12690 Coyle,22044801.,1000.00,04/24/2018,Closed,Selected,,Own It Now,1,Schoolcraft Southfield,42.381284,-83.193157,"location
(42.381284, -83.193157)"
12800 Coyle,22044810.,1100.00,05/16/2017,Closed,Selected,Homebuyer,Own It Now,1,Schoolcraft Southfield,42.382401,-83.193201,"location
(42.382401, -83.193201)"
15894 Manning,21023057.,2100.00,04/04/2017,Closed,Selected,Homebuyer,Own It Now,3,Regent Park,42.440731,-82.956464,"location
(42.440731, -82.956464)"
19919 Gilchrist,22065678.,2500.00,05/29/2018,Closed,Selected,,Own It Now,2,Greenfield,42.437822,-83.213867,"location
(42.437822, -83.213867)"
8380 Bryden,16024497.,1000.00,07/22/2016,Closed,Selected,Homebuyer,Own It Now,6,Midwest,42.356621,-83.144966,"location
(42.356621, -83.144966)"
15334 Patton,22103944.,1000.00,06/25/2018,Closed,Selected,,Own It Now,1,Brightmoor,42.40138,-83.243446,"location
(42.40138, -83.243446)"
19940 Hickory,21030326.,1000.00,05/23/2017,Closed,Selected,Homebuyer,Own It Now,3,Conner Creek,42.443046,-82.987551,"location
(42.443046, -82.987551)"
22254 Grove,22012661.,1100.00,08/08/2017,Closed,Selected,Homebuyer,,1,Riverdale,42.413118,-83.260777,"location
(42.413118, -83.260777)"
5853 Chopin,18012252.,1300.00,12/11/2017,Closed,Selected,Homebuyer,Own It Now,6,Claytown,42.338982,-83.139393,"location
(42.338982, -83.139393)"
5694 Tarnow,18012419.,1000.00,08/11/2017,Closed,Selected,Homebuyer,Own It Now,6,Claytown,42.337797,-83.139007,"location
(42.337797, -83.139007)"
5878 Tarnow,18012435.,1000.00,06/14/2016,Closed,Selected,Homebuyer,Own It Now,6,Claytown,42.339117,-83.139986,"location
(42.339117, -83.139986)"
12905 Hickory,21030550.,1000.00,04/05/2017,Closed,Selected,Homebuyer,,4,Gratiot-Findlay,42.425389,-82.986503,"location
(42.425389, -82.986503)"
3876 Lakewood,21054620.,1000.00,05/18/2017,Closed,Selected,Homebuyer,Own It Now,4,Fox Creek,42.38736,-82.954655,"location
(42.38736, -82.954655)"
5800 Lakewood,21054710.,1000.00,06/17/2016,Closed,Selected,Homebuyer,Own It Now,4,Chandler Park-Chalmers,42.401376,-82.963806,"location
(42.401376, -82.963806)"
14361 Strathmoor,22038435.,1100.00,06/07/2018,Closed,Selected,,Own It Now,1,Hubbell-Lyndon,42.393302,-83.187757,"location
(42.393302, -83.187757)"
8334 Greenlawn,18013992.,2000.00,03/23/2017,Closed,Selected,Homebuyer,Own It Now,6,Barton-McFarland,42.356244,-83.148593,"location
(42.356244, -83.148593)"
5941 Proctor,18012767.,1500.00,01/09/2018,Closed,Selected,,Own It Now,6,Claytown,42.339331,-83.141836,"location
(42.339331, -83.141836)"
18925 Goulburn,21032381.,4400.00,09/06/2017,Closed,Selected,Homebuyer,Own It Now,3,Von Steuben,42.433338,-82.993913,"location
(42.433338, -82.993913)"
5316 Maryland,21064270.,1300.00,08/25/2017,Closed,Selected,Homebuyer,Own It Now,4,Morningside,42.401046,-82.954295,"location
(42.401046, -82.954295)"
8023 Dayton,20009816.,1200.00,05/16/2017,Closed,Selected,Investor,Own It Now,6,Claytown,42.339297,-83.147446,"location
(42.339297, -83.147446)"
8717 Dayton,20009874.,1500.00,04/09/2018,Closed,Selected,,Own It Now,6,Claytown,42.33642,-83.154791,"location
(42.33642, -83.154791)"
12046 Lauder,22041739.,1000.00,11/28/2017,Closed,Selected,Homebuyer,Own It Now,7,Plymouth-Hubbell,42.375668,-83.189732,"location
(42.375668, -83.189732)"
9786 Somerset,21067184.,1000.00,05/02/2018,Closed,Selected,,Own It Now,4,Outer Drive-Hayes,42.411077,-82.952338,"location
(42.411077, -82.952338)"
2477 Liddesdale,20013336.,1000.00,08/17/2017,Closed,Selected,Homebuyer,Own It Now,6,Boynton,42.269842,-83.155961,"location
(42.269842, -83.155961)"
9360 Jameson,19000533.,1000.00,10/17/2017,Closed,Selected,Investor,Own It Now,5,East Village,42.368378,-82.99004,"location
(42.368378, -82.99004)"
7315 Prairie,18013554.,1000.00,06/06/2018,Closed,Selected,,Own It Now,6,Midwest,42.346522,-83.143097,"location
(42.346522, -83.143097)"
2750 Casper,20006762.,3100.00,06/30/2016,Closed,Selected,Homebuyer,Own It Now,6,Springwells,42.316818,-83.128574,"location
(42.316818, -83.128574)"
2500 Electric,20014199.,1000.00,09/19/2017,Closed,Selected,Homebuyer,Own It Now,6,Boynton,42.270403,-83.157916,"location
(42.270403, -83.157916)"
3865 Lakewood,21054839.,1100.00,05/15/2018,Closed,Selected,,Own It Now,4,Fox Creek,42.386971,-82.955335,"location
(42.386971, -82.955335)"
3161 Dartmouth,20015644-5,1000.00,06/21/2017,Closed,Selected,Homebuyer,Own It Now,6,Boynton,42.266904,-83.166312,"location
(42.266904, -83.166312)"
3180 Dartmouth,20015688.,1000.00,03/31/2017,Closed,Selected,Homebuyer,Own It Now,6,Boynton,42.266927,-83.167017,"location
(42.266927, -83.167017)"
12845 Corbin,20018426.,1000.00,03/25/2016,Closed,Selected,Homebuyer,,6,Boynton,42.272199,-83.161734,"location
(42.272199, -83.161734)"
2532 Sharon,20008138.,2730.00,06/09/2015,Closed,Selected,Investor,Direct Sale,6,Springwells,42.310789,-83.136911,"location
(42.310789, -83.136911)"
9062 Burnette,16022256.,900.00,04/20/2015,Closed,Selected,Homebuyer,Own It Now,6,Midwest,42.361746,-83.141514,"location
(42.361746, -83.141514)"
18920 Pelkey,21029928.,1000.00,06/07/2017,Closed,Selected,Homebuyer,Own It Now,3,Franklin,42.433436,-82.985924,"location
(42.433436, -82.985924)"
17680 Hoover,21036170.,2500.00,08/22/2017,Closed,Selected,Homebuyer,Own It Now,3,Von Steuben,42.425055,-83.003888,"location
(42.425055, -83.003888)"
7814 Mansfield,22056979.,2800.00,07/17/2018,Closed,Selected,,Own It Now,7,Warren Ave Community,42.349987,-83.202358,"location
(42.349987, -83.202358)"
8082 Mansfield,22056995.,1000.00,06/27/2017,Closed,Selected,Homebuyer,Own It Now,7,Warren Ave Community,42.352028,-83.202453,"location
(42.352028, -83.202453)"
11925 Olga,21003321-2,1000.00,07/17/2018,Closed,Selected,,Own It Now,4,Chandler Park,42.395212,-82.982649,"location
(42.395212, -82.982649)"
5219 Lemay,21041660.,1000.00,08/18/2016,Closed,Selected,,Own It Now,4,West End,42.38817,-82.990617,"location
(42.38817, -82.990617)"
15253 Coram,21022143.,1100.00,04/26/2017,Closed,Selected,Homebuyer,Own It Now,3,Regent Park,42.438381,-82.96443,"location
(42.438381, -82.96443)"
16285 Coram,21022207.,1000.00,08/16/2017,Closed,Selected,Homebuyer,Own It Now,3,Regent Park,42.438606,-82.951744,"location
(42.438606, -82.951744)"
14044 Pinewood,21022230.,1000.00,04/25/2017,Closed,Selected,Homebuyer,Own It Now,3,Franklin,42.438483,-82.979166,"location
(42.438483, -82.979166)"
22140 Kessler,22012417.001,1100.00,11/21/2017,Closed,Selected,Homebuyer,,1,Riverdale,42.408872,-83.259859,"location
(42.408872, -83.259859)"
22141 Ulster,22012525.001,1200.00,10/24/2017,Closed,Selected,Homebuyer,Own It Now,1,Riverdale,42.409958,-83.259985,"location
(42.409958, -83.259985)"
12779 Wilshire,21008613.,1300.00,09/27/2017,Closed,Selected,Homebuyer,Own It Now,4,Wade,42.410107,-82.979544,"location
(42.410107, -82.979544)"
12825 Wilshire,21008619.,1300.00,08/15/2017,Closed,Selected,Homebuyer,Own It Now,4,Wade,42.410378,-82.978759,"location
(42.410378, -82.978759)"
621 Algonquin,21047203.,1000.00,09/27/2017,Closed,Selected,Homebuyer,Own It Now,4,Jefferson Chalmers,42.364445,-82.95349,"location
(42.364445, -82.95349)"
12069 Penrod,22078000.,4000.00,03/20/2017,Closed,Selected,Homebuyer,Own It Now,7,Southfield Plymouth,42.375365,-83.220953,"location
(42.375365, -83.220953)"
8808 American,16023689.,1000.00,01/13/2017,Closed,Selected,Homebuyer,Own It Now,6,Midwest,42.359442,-83.143613,"location
(42.359442, -83.143613)"
12144 Elmdale,21007227.,1100.00,09/12/2017,Closed,Selected,Homebuyer,Own It Now,4,Wade,42.404166,-82.984692,"location
(42.404166, -82.984692)"
7573 Wheeler,18003980.,1100.00,08/08/2017,Closed,Selected,Homebuyer,Own It Now,6,Claytown,42.342942,-83.145014,"location
(42.342942, -83.145014)"
7718 Wheeler,18004027.,1100.00,01/19/2018,Closed,Selected,Homebuyer,Own It Now,6,Claytown,42.343365,-83.146034,"location
(42.343365, -83.146034)"
11761 Rosemary,21009656.,1000.00,01/19/2017,Closed,Selected,Homebuyer,Own It Now,4,Eden Gardens,42.408666,-82.992935,"location
(42.408666, -82.992935)"
13960 Coyle,22044859.,2000.00,12/01/2016,Closed,Selected,Homebuyer,Own It Now,1,Cadillac Community,42.388184,-83.193497,"location
(42.388184, -83.193497)"
5534 Chopin,18012134.,1200.00,11/16/2016,Closed,Selected,Homebuyer,Own It Now,6,Claytown,42.336657,-83.137029,"location
(42.336657, -83.137029)"
3005 Crane,19010278.,1300.00,01/19/2018,Closed,Selected,,Own It Now,5,East Village,42.36675,-82.995922,"location
(42.36675, -82.995922)"
15411 Mendota,16043458.,2500.00,01/25/2018,Closed,Selected,Homebuyer,Own It Now,2,Bethune Community,42.404371,-83.165572,"location
(42.404371, -83.165572)"
15357 Mendota,16043468.,1600.00,07/11/2018,Closed,Selected,,Own It Now,2,Bethune Community,42.403274,-83.165517,"location
(42.403274, -83.165517)"
9555 Manor,18018380.,100.00,12/12/2016,Closed,Selected,,,7,Barton-McFarland,42.366837,-83.167083,"location
(42.366837, -83.167083)"
